Key,Source,Context,Changes,English,Koreana
perkGameTimerRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]7%[-], Loot bonus increased by [DECEA3]7%[-], Mobility increased by [DECEA3]10.5%[-], Health and stamina increased by [DECEA3]20[-]","[DECEA3]게임 내 보너스:[-]\n게임 내에서 얻는 경험치는 [DECEA3]7%[-] 증가하고, 전리품 보너스는 [DECEA3]7%[-] 증가하고, 이동성은 [DECEA3]10.5%[-] 증가하고, 체력과 체력은 [DECEA3]20[-] 증가합니다."
perkGameTimerRank8Desc,progression,Skills,,Survive in the game for 40 hours,40시간 동안 게임에서 살아남으세요
perkGameTimerRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]8%[-], Loot bonus increased by [DECEA3]8%[-], Mobility increased by [DECEA3]12%[-], Health and stamina increased by [DECEA3]30[-]","[DECEA3]게임 내 보너스:[-]\n게임 내에서 얻는 경험치는 [DECEA3]8%[-] 증가하고, 전리품 보너스는 [DECEA3]8%[-] 증가하고, 이동성은 [DECEA3]12%[-] 증가하고, 체력과 체력은 [DECEA3]30[-] 증가합니다."
perkGameTimerRank9Desc,progression,Skills,,Survive in the game for 50 hours,게임에서 50시간 동안 생존하세요
perkGameTimerRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]9%[-], Loot bonus increased by [DECEA3]9%[-], Mobility increased by [DECEA3]13.5%[-], Health and stamina increased by [DECEA3]40[-]","[DECEA3]게임 내 보너스:[-]\n게임 내에서 얻는 경험치는 [DECEA3]9%[-] 증가하고, 전리품 보너스는 [DECEA3]9%[-] 증가하고, 이동성은 [DECEA3]13.5%[-] 증가하고, 체력과 체력은 [DECEA3]40[-] 증가합니다."
perkGameTimerRank10Desc,progression,Skills,,Survive in the game for 60 hours,60시간 동안 게임에서 살아남으세요
perkGameTimerRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES WHILE IN-GAME:[-]\nExperience gained in-game increased by [DECEA3]10%[-], Loot bonus increased by [DECEA3]10%[-], Mobility increased by [DECEA3]15%[-], Health and stamina increased by [DECEA3]50[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]I KNOW WHAT TO LOOK FOR[-]\nEvery 5000 enemies killed increases the loot bonus by 50.\n[DECEA3]Kills so far: {cvar(.GameTimerKillCounter:0)} - Current bonus: {cvar(.GameTimerLootBonus:0)}[-]","[DECEA3]게임 내 보너스:[-]\n게임 내에서 얻는 경험치는 [DECEA3]10%[-] 증가하고, 전리품 보너스는 [DECEA3]10%[-] 증가하고, 이동성은 [DECEA3]15%[-] 증가하고, 체력과 체력은 [DECEA3]50[-] 증가합니다.\n\n[DECEA3]보너스 능력[-] [FFB800]무엇을 찾아야 할지 압니다[-]\n죽은 적 5000명마다 전리품 보너스가 50씩 증가합니다.\n[DECEA3]지금까지의 킬 수: {cvar(.GameTimerKillCounter:0)} - 현재 보너스: {cvar(.GameTimerLootBonus:0)}[-]"
perkForestTimerName,progression,perk,,Forest,숲
perkForestTimerDesc,progression,perk,,"You also need to know how to survive in the forest. But it's just a matter of time.\nThe more time you spend in the forest, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerForest_HH:0)}h {cvar(TimerForest_MM:0)}m[-]",숲에서 살아남는 방법도 알아야 합니다. 하지만 그것은 시간 문제일 뿐입니다.\n숲에서 더 많은 시간을 보낼수록 그곳에서 살아남는 것이 더 쉬워집니다.\n\n[DECEA3]현재: {cvar(TimerForest_HH:0)}h {cvar(TimerForest_MM:0)}m[-]
Forest_LevelUP,UI,Tooltip,,Increased passive skill: Forest,패시브 스킬 증가 : 숲
reqPerkForest01,progression,Attribute,,{cvar(TimerForest_HH:0)} of 1,1의 {cvar(TimerForest_HH:0)}
reqPerkForest02,progression,Attribute,,{cvar(TimerForest_HH:0)} of 2,2개의 {cvar(TimerForest_HH:0)}
reqPerkForest03,progression,Attribute,,{cvar(TimerForest_HH:0)} of 4,4개 중 {cvar(TimerForest_HH:0)}
reqPerkForest04,progression,Attribute,,{cvar(TimerForest_HH:0)} of 6,6개 중 {cvar(TimerForest_HH:0)}
reqPerkForest05,progression,Attribute,,{cvar(TimerForest_HH:0)} of 8,8개 중 {cvar(TimerForest_HH:0)}
reqPerkForest06,progression,Attribute,,{cvar(TimerForest_HH:0)} of 10,10개 중 {cvar(TimerForest_HH:0)}
reqPerkForest07,progression,Attribute,,{cvar(TimerForest_HH:0)} of 12,12개 중 {cvar(TimerForest_HH:0)}
reqPerkForest08,progression,Attribute,,{cvar(TimerForest_HH:0)} of 16,16개 중 {cvar(TimerForest_HH:0)}
reqPerkForest09,progression,Attribute,,{cvar(TimerForest_HH:0)} of 20,20개 중 {cvar(TimerForest_HH:0)}
reqPerkForest10,progression,Attribute,,{cvar(TimerForest_HH:0)} of 25,25개 중 {cvar(TimerForest_HH:0)}
perkForestTimerRank1Desc,progression,Skills,,Survive in the forest for 1 hour,숲에서 1시간 동안 생존하세요
perkForestTimerRank1LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]1%[-], Wood production increased by [DECEA3]3%[-], Clay production increased by [DECEA3]3%[-], Damage to all zombies increased by [DECEA3]3%[-]","[DECEA3]숲 보너스:[-]\n숲에서 얻는 경험치는 [DECEA3]1%[-] 증가하고, 목재 생산량은 [DECEA3]3%[-] 증가하고, 점토 생산량은 [DECEA3]3%[-] 증가하고, 모든 좀비에 대한 피해는 [DECEA3]3%[-] 증가합니다."
perkForestTimerRank2Desc,progression,Skills,,Survive in the forest for 2 hours,숲에서 2시간 동안 생존하세요
perkForestTimerRank2LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]2%[-], Wood production increased by [DECEA3]6%[-], Clay production increased by [DECEA3]6%[-], Damage to all zombies increased by [DECEA3]6%[-]","[DECEA3]숲 보너스:[-]\n숲에서 얻는 경험치는 [DECEA3]2%[-] 증가하고, 목재 생산량은 [DECEA3]6%[-] 증가하고, 점토 생산량은 [DECEA3]6%[-] 증가하고, 모든 좀비에 대한 피해는 [DECEA3]6%[-] 증가합니다."
perkForestTimerRank3Desc,progression,Skills,,Survive in the forest for 4 hours,숲에서 4시간 동안 생존하세요
perkForestTimerRank3LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]3%[-], Wood production increased by [DECEA3]9%[-], Clay production increased by [DECEA3]9%[-], Damage to all zombies increased by [DECEA3]9%[-]","[DECEA3]숲 보너스:[-]\n숲에서 얻는 경험치는 [DECEA3]3%[-] 증가하고, 목재 생산량은 [DECEA3]9%[-] 증가하고, 점토 생산량은 [DECEA3]9%[-] 증가하고, 모든 좀비에 대한 피해는 [DECEA3]9%[-] 증가합니다."
perkForestTimerRank4Desc,progression,Skills,,Survive in the forest for 6 hours,숲에서 6시간 동안 생존하세요
perkForestTimerRank4LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]4%[-], Wood production increased by [DECEA3]12%[-], Clay production increased by [DECEA3]12%[-], Damage to all zombies increased by [DECEA3]12%[-]","[DECEA3]숲 보너스:[-]\n숲에서 얻는 경험치는 [DECEA3]4%[-] 증가하고, 목재 생산량은 [DECEA3]12%[-] 증가하고, 점토 생산량은 [DECEA3]12%[-] 증가하고, 모든 좀비에 대한 피해는 [DECEA3]12%[-] 증가합니다."
perkForestTimerRank5Desc,progression,Skills,,Survive in the forest for 8 hours,숲에서 8시간 동안 생존하세요
perkForestTimerRank5LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]5%[-], Wood production increased by [DECEA3]15%[-], Clay production increased by [DECEA3]15%[-], Damage to all zombies increased by [DECEA3]15%[-]","[DECEA3]숲 보너스:[-]\n숲에서 얻는 경험치는 [DECEA3]5%[-] 증가하고, 목재 생산량은 [DECEA3]15%[-] 증가하고, 점토 생산량은 [DECEA3]15%[-] 증가하고, 모든 좀비에 대한 피해는 [DECEA3]15%[-] 증가합니다."
perkForestTimerRank6Desc,progression,Skills,,Survive in the forest for 10 hours,숲에서 10시간 동안 생존하세요
perkForestTimerRank6LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]6%[-], Wood production increased by [DECEA3]18%[-], Clay production increased by [DECEA3]18%[-], Damage to all zombies increased by [DECEA3]18%[-]","[DECEA3]숲 보너스:[-]\n숲에서 얻는 경험치는 [DECEA3]6%[-] 증가하고, 목재 생산량은 [DECEA3]18%[-] 증가하고, 점토 생산량은 [DECEA3]18%[-] 증가하고, 모든 좀비에 대한 피해는 [DECEA3]18%[-] 증가합니다."
perkForestTimerRank7Desc,progression,Skills,,Survive in the forest for 12 hours,숲에서 12시간 동안 생존하세요
perkForestTimerRank7LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]7%[-], Wood production increased by [DECEA3]21%[-], Clay production increased by [DECEA3]21%[-], Damage to all zombies increased by [DECEA3]21%[-]","[DECEA3]숲 보너스:[-]\n숲에서 얻는 경험치는 [DECEA3]7%[-] 증가하고, 목재 생산량은 [DECEA3]21%[-] 증가하고, 점토 생산량은 [DECEA3]21%[-] 증가하고, 모든 좀비에 대한 피해는 [DECEA3]21%[-] 증가합니다."
perkForestTimerRank8Desc,progression,Skills,,Survive in the forest for 16 hours,숲에서 16시간 동안 생존하세요
perkForestTimerRank8LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]8%[-], Wood production increased by [DECEA3]24%[-], Clay production increased by [DECEA3]24%[-], Damage to all zombies increased by [DECEA3]24%[-]","[DECEA3]숲 보너스:[-]\n숲에서 얻는 경험치는 [DECEA3]8%[-] 증가하고, 목재 생산량은 [DECEA3]24%[-] 증가하고, 점토 생산량은 [DECEA3]24%[-] 증가하고, 모든 좀비에 대한 피해는 [DECEA3]24%[-] 증가합니다."
perkForestTimerRank9Desc,progression,Skills,,Survive in the forest for 20 hours,숲에서 20시간 동안 생존하세요
perkForestTimerRank9LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]9%[-], Wood production increased by [DECEA3]27%[-], Clay production increased by [DECEA3]27%[-], Damage to all zombies increased by [DECEA3]27%[-]","[DECEA3]숲 보너스:[-]\n숲에서 얻는 경험치는 [DECEA3]9%[-] 증가, 목재 생산량은 [DECEA3]27%[-] 증가, 점토 생산량은 [DECEA3]27%[-] 증가, 모든 좀비에 대한 피해는 [DECEA3]27%[-] 증가"
perkForestTimerRank10Desc,progression,Skills,,Survive in the forest for 25 hours,숲에서 25시간 동안 생존하세요
perkForestTimerRank10LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]10%[-], Wood production increased by [DECEA3]30%[-], Clay production increased by [DECEA3]30%[-], Damage to all zombies increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY (EVERYWHERE)[-] [FFB800]FORESTER[-]\nIncreases the amount of honey obtained by [DECEA3]2[-] times, and also increases the amount of resources when cutting animals by [DECEA3]50%[-]","[DECEA3]숲 보너스:[-]\n숲에서 얻는 경험치는 [DECEA3]10%[-] 증가하고, 목재 생산량은 [DECEA3]30%[-] 증가하고, 점토 생산량은 [DECEA3]30%[-] 증가하고, 모든 좀비에 대한 피해는 [DECEA3]30%[-] 증가합니다.\n\n[DECEA3]보너스 능력 (EVERYWHERE)[-] [FFB800]FORESTER[-]\n[DECEA3]2[-]회 획득하는 꿀의 양이 증가하고, 동물을 베는 경우 자원의 양도 [DECEA3]50%[-] 증가합니다."
perkBurntTimerName,progression,perk,,Burnt,탄
perkBurntTimerDesc,progression,perk,,"It's not easy to get used to constant smoke. But it's only a matter of time.\nThe more time you spend in the burnt biome, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerBurnt_HH:0)}h {cvar(TimerBurnt_MM:0)}m[-]",계속되는 연기에 익숙해지는 것은 쉽지 않습니다. 하지만 그것은 단지 시간 문제일 뿐입니다.\n번트된 생물 군계에서 더 많은 시간을 보낼수록 그곳에서 생존하는 것이 더 쉬워집니다.\n\n[DECEA3]현재: {cvar(TimerBurnt_HH:0)}h {cvar(TimerBurnt_MM:0)}m[-]
Burnt_LevelUP,UI,Tooltip,,Increased passive skill: Burnt,패시브 스킬 증가 : 번트
reqPerkBurnt01,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 1,1의 {cvar(TimerBurnt_HH:0)}
reqPerkBurnt02,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 2,2의 {cvar(TimerBurnt_HH:0)}
reqPerkBurnt03,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 4,4개 중 {cvar(TimerBurnt_HH:0)}
reqPerkBurnt04,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 6,6개 중 {cvar(TimerBurnt_HH:0)}
reqPerkBurnt05,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 8,8개 중 {cvar(TimerBurnt_HH:0)}
reqPerkBurnt06,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 10,10개 중 {cvar(TimerBurnt_HH:0)}
reqPerkBurnt07,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 12,12개 중 {cvar(TimerBurnt_HH:0)}
reqPerkBurnt08,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 16,16개 중 {cvar(TimerBurnt_HH:0)}
reqPerkBurnt09,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 20,20개 중 {cvar(TimerBurnt_HH:0)}
reqPerkBurnt10,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 25,25개 중 {cvar(TimerBurnt_HH:0)}
perkBurntTimerRank1Desc,progression,Skills,,Survive in the burnt biome for 1 hour,불타버린 생물 군계에서 1시간 동안 생존하세요
perkBurntTimerRank1LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]1%[-], Potassium Nitrate production increased by [DECEA3]5%[-], Damage to all zombies increased by [DECEA3]3%[-]",[DECEA3]불타는 생물 군계 보너스:[-]\n불타는 생물 군계에서 얻는 경험치는 [DECEA3]1%[-]만큼 증가하고 질산칼륨 생산은 [DECEA3]5%[-]만큼 증가하며 모든 좀비에 대한 피해는 [DECEA3]3%[-]만큼 증가합니다.
perkBurntTimerRank2Desc,progression,Skills,,Survive in the burnt biome for 2 hours,불타버린 생물 군계에서 2시간 동안 생존하세요
perkBurntTimerRank2LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]2%[-], Potassium Nitrate production increased by [DECEA3]10%[-], Damage to all zombies increased by [DECEA3]6%[-]","[DECEA3]불타는 생물 군계 보너스:[-]\n불타는 생물 군계에서 얻는 경험치는 [DECEA3]2%[-]만큼 증가하고, 질산칼륨 생산은 [DECEA3]10%[-]만큼 증가하고, 모든 좀비에 대한 피해는 [DECEA3]6%[-]만큼 증가합니다."
perkBurntTimerRank3Desc,progression,Skills,,Survive in the burnt biome for 4 hours,불타버린 생물 군계에서 4시간 동안 생존하세요
perkBurntTimerRank3LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]3%[-], Potassium Nitrate production increased by [DECEA3]15%[-], Damage to all zombies increased by [DECEA3]9%[-]",[DECEA3]불타는 생물 군계 보너스:[-]\n불타는 생물 군계에서 얻는 경험치는 [DECEA3]3%[-]만큼 증가하고 질산칼륨 생산은 [DECEA3]15%[-]만큼 증가하며 모든 좀비에 대한 피해는 [DECEA3]9%[-]만큼 증가합니다.
perkBurntTimerRank4Desc,progression,Skills,,Survive in the burnt biome for 6 hours,불타버린 생물 군계에서 6시간 동안 생존하세요
perkBurntTimerRank4LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]4%[-], Potassium Nitrate production increased by [DECEA3]20%[-], Damage to all zombies increased by [DECEA3]12%[-]",[DECEA3]불타는 생물 군계 보너스:[-]\n불타는 생물 군계에서 얻는 경험치는 [DECEA3]4%[-]만큼 증가하고 질산칼륨 생산량은 [DECEA3]20%[-]만큼 증가하며 모든 좀비에 대한 피해는 [DECEA3]12%[-]만큼 증가합니다.
perkBurntTimerRank5Desc,progression,Skills,,Survive in the burnt biome for 8 hours,불타버린 생물 군계에서 8시간 동안 생존하세요
perkBurntTimerRank5LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]5%[-], Potassium Nitrate production increased by [DECEA3]25%[-], Damage to all zombies increased by [DECEA3]15%[-]",[DECEA3]불타는 생물 군계 보너스:[-]\n불타는 생물 군계에서 얻는 경험치는 [DECEA3]5%[-]만큼 증가하고 질산칼륨 생산은 [DECEA3]25%[-]만큼 증가하며 모든 좀비에 대한 피해는 [DECEA3]15%[-]만큼 증가합니다.
perkBurntTimerRank6Desc,progression,Skills,,Survive in the burnt biome for 10 hours,불타버린 생물 군계에서 10시간 동안 생존하세요
perkBurntTimerRank6LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]6%[-], Potassium Nitrate production increased by [DECEA3]30%[-], Damage to all zombies increased by [DECEA3]18%[-]",[DECEA3]불타는 생물 군계 보너스:[-]\n불타는 생물 군계에서 얻는 경험치는 [DECEA3]6%[-]만큼 증가하고 질산칼륨 생산은 [DECEA3]30%[-]만큼 증가하며 모든 좀비에 대한 피해는 [DECEA3]18%[-]만큼 증가합니다.
perkBurntTimerRank7Desc,progression,Skills,,Survive in the burnt biome for 12 hours,불타버린 생물 군계에서 12시간 동안 생존하세요
perkBurntTimerRank7LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]7%[-], Potassium Nitrate production increased by [DECEA3]35%[-], Damage to all zombies increased by [DECEA3]21%[-]","[DECEA3]불타는 생물 군계 보너스:[-]\n불타는 생물 군계에서 얻는 경험치는 [DECEA3]7%[-]만큼 증가하고, 질산칼륨 생산량은 [DECEA3]35%[-]만큼 증가하며, 모든 좀비에 대한 피해는 [DECEA3]21%[-]만큼 증가합니다."
perkBurntTimerRank8Desc,progression,Skills,,Survive in the burnt biome for 16 hours,불타버린 생물 군계에서 16시간 동안 생존하세요
perkBurntTimerRank8LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]8%[-], Potassium Nitrate production increased by [DECEA3]40%[-], Damage to all zombies increased by [DECEA3]24%[-], Damage to minibosses increased by [DECEA3]10%[-]","[DECEA3]불타는 생물 군계 보너스:[-]\n불타는 생물 군계에서 얻는 경험치는 [DECEA3]8%[-] 증가하고, 질산칼륨 생산은 [DECEA3]40%[-] 증가하고, 모든 좀비에 대한 피해는 [DECEA3]24%[-] 증가하고, 미니보스에 대한 피해는 [DECEA3]10%[-] 증가합니다."
perkBurntTimerRank9Desc,progression,Skills,,Survive in the burnt biome for 20 hours,불타버린 생물 군계에서 20시간 동안 생존하세요
perkBurntTimerRank9LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]9%[-], Potassium Nitrate production increased by [DECEA3]45%[-], Damage to all zombies increased by [DECEA3]27%[-], Damage to minibosses increased by [DECEA3]20%[-]","[DECEA3]불타는 생물 군계 보너스:[-]\n불타는 생물 군계에서 얻는 경험치는 [DECEA3]9%[-] 증가하고, 질산칼륨 생산은 [DECEA3]45%[-] 증가하고, 모든 좀비에 대한 피해는 [DECEA3]27%[-] 증가하고, 미니보스에 대한 피해는 [DECEA3]20%[-] 증가합니다."
perkBurntTimerRank10Desc,progression,Skills,,Survive in the burnt biome for 25 hours,불타버린 생물 군계에서 25시간 동안 생존하세요
perkBurntTimerRank10LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]10%[-], Potassium Nitrate production increased by [DECEA3]50%[-], Damage to all zombies increased by [DECEA3]30%[-], Damage to minibosses increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY (EVERYWHERE)[-] [FFB800]FIRE RESISTANCE[-]\nGrants immunity to burning and the «Hellfire» effect from minibosses","[DECEA3]불타는 생물군계 보너스:[-]\n불타는 생물군계에서 얻는 경험치는 [DECEA3]10%[-]만큼 증가하고, 질산칼륨 생산은 [DECEA3]50%[-]만큼 증가하고, 모든 좀비에 대한 피해는 [DECEA3]30%[-]만큼 증가하고, 미니보스에 대한 피해는 1만큼 증가합니다. [DECEA3]30%[-]\n\n[DECEA3]보너스 능력(모든 곳)[-] [FFB800]화염 저항[-]\n화상에 면역이 되고 미니보스의 «지옥불» 효과를 부여합니다."
