Key,Source,Context,Changes,English,French
perkArmorMediumRank1LongDesc,progression,Skills,,"You are an amateur of medium armor.\nWhen wearing a full set of medium armor, damage to enemies from ranged weapons is increased by [DECEA3]5%[-]. If you are not running, weapon spread is reduced by [DECEA3]5%[-]. The chance to dodge enemy attacks is [DECEA3]4%[-]. Weapon breakdown rate is decreased by [DECEA3]10%[-]","Vous êtes un amateur d'armures moyennes.\nLorsque vous portez un ensemble complet d'armures moyennes, les dégâts infligés aux ennemis par les armes à distance sont augmentés de [DECEA3]5 %[-]. Si vous ne courez pas, la propagation des armes est réduite de [DECEA3]5 %[-]. La chance d'esquiver les attaques ennemies est de [DECEA3]4%[-]. Le taux de panne des armes est réduit de [DECEA3]10 %[-]"
perkArmorMediumRank2LongDesc,progression,Skills,,"You are a fan of medium armor.\nWhen wearing a full set of medium armor, damage to enemies from ranged weapons is increased by [DECEA3]10%[-]. If you are not running, weapon spread is reduced by [DECEA3]10%[-]. The chance to dodge enemy attacks is [DECEA3]8%[-]. Weapon breakdown rate is decreased by [DECEA3]20%[-]","Vous êtes un fan des armures moyennes.\nLorsque vous portez un ensemble complet d'armures moyennes, les dégâts infligés aux ennemis par les armes à distance sont augmentés de [DECEA3]10 %[-]. Si vous ne courez pas, la propagation des armes est réduite de [DECEA3]10 %[-]. La chance d'esquiver les attaques ennemies est de [DECEA3]8%[-]. Le taux de panne des armes est réduit de [DECEA3]20 %[-]"
perkArmorMediumRank3LongDesc,progression,Skills,,"You are a pro of medium armor.\nWhen wearing a full set of medium armor, damage to enemies from ranged weapons is increased by [DECEA3]15%[-]. If you are not running, weapon spread is reduced by [DECEA3]15%[-]. The chance to dodge enemy attacks is [DECEA3]12%[-]. Weapon breakdown rate is decreased by [DECEA3]30%[-]","Vous êtes un pro de l'armure moyenne.\nLorsque vous portez un ensemble complet d'armures moyennes, les dégâts infligés aux ennemis par les armes à distance sont augmentés de [DECEA3]15 %[-]. Si vous ne courez pas, la propagation des armes est réduite de [DECEA3]15 %[-]. La chance d'esquiver les attaques ennemies est de [DECEA3]12%[-]. Le taux de panne des armes est réduit de [DECEA3]30 %[-]"
perkArmorMediumRank4LongDesc,progression,Skills,,"You are an expert in medium armor.\nWhen wearing a full set of medium armor, damage to enemies from ranged weapons is increased by [DECEA3]20%[-]. If you are not running, weapon spread is reduced by [DECEA3]20%[-]. The chance to dodge enemy attacks is [DECEA3]16%[-]. Weapon breakdown rate is decreased by [DECEA3]40%[-]","Vous êtes un expert en armure moyenne.\nLorsque vous portez un ensemble complet d'armures moyennes, les dégâts infligés aux ennemis par les armes à distance sont augmentés de [DECEA3]20 %[-]. Si vous ne courez pas, la propagation des armes est réduite de [DECEA3]20 %[-]. La chance d'esquiver les attaques ennemies est de [DECEA3]16 %[-]. Le taux de panne des armes est réduit de [DECEA3]40 %[-]"
perkArmorMediumRank5LongDesc,progression,Skills,,"You are a master of medium armor.\nWhen wearing a full set of medium armor, damage to enemies from ranged weapons is increased by [DECEA3]25%[-]. If you are not running, weapon spread is reduced by [DECEA3]25%[-]. The chance to dodge enemy attacks is [DECEA3]20%[-]. Weapon breakdown rate is decreased by [DECEA3]50%[-]","Vous êtes un maître de l'armure moyenne.\nLorsque vous portez un ensemble complet d'armures moyennes, les dégâts infligés aux ennemis par les armes à distance sont augmentés de [DECEA3]25 %[-]. Si vous ne courez pas, la propagation des armes est réduite de [DECEA3]25 %[-]. La chance d'esquiver les attaques ennemies est de [DECEA3]20%[-]. Le taux de panne des armes est réduit de [DECEA3]50 %[-]"
perkArmorMediumRank1Desc,progression,Skills,,Amateur,Amateur
perkArmorMediumRank2Desc,progression,Skills,,Fan,Ventilateur
perkArmorMediumRank3Desc,progression,Skills,,Pro,Pro
perkArmorMediumRank4Desc,progression,Skills,,Expert,Expert
perkArmorMediumRank5Desc,progression,Skills,,Master,Maître
perkArmorHeavyName,progression,perk,,Heavy Armor,Armure lourde
perkArmorHeavyDesc,progression,perk,,"True connoisseurs of heavy armor can always adjust it to suit themselves. By improving your proficiency, while wearing a full set of heavy armor, you increase your attack speed and melee damage, as well as get a chance to dodge enemy attacks without taking physical damage.","Les vrais connaisseurs d’armures lourdes peuvent toujours l’ajuster à leur convenance. En améliorant vos compétences, tout en portant un ensemble complet d'armures lourdes, vous augmentez votre vitesse d'attaque et vos dégâts en mêlée, et vous avez également la possibilité d'esquiver les attaques ennemies sans subir de dégâts physiques."
perkArmorHeavyRank1LongDesc,progression,Skills,,"You are an amateur of heavy armor.\nWhen wearing a full set of heavy armor, melee damage to enemies is increased by [DECEA3]10%[-], attack speed is increased by [DECEA3]4%[-], the chance to dodge enemy attacks is [DECEA3]5%[-], and weapon breakdown rate is decreased by [DECEA3]10%[-]","Vous êtes un amateur d'armures lourdes.\nLorsque vous portez un ensemble complet d'armures lourdes, les dégâts en mêlée infligés aux ennemis sont augmentés de [DECEA3]10 %[-], la vitesse d'attaque est augmentée de [DECEA3]4%[-], les chances d'esquiver les attaques ennemies sont de [DECEA3]5%[-] et le taux de panne des armes est réduit de [DECEA3]10%[-]"
perkArmorHeavyRank2LongDesc,progression,Skills,,"You are a fan of heavy armor.\nWhen wearing a full set of heavy armor, melee damage to enemies is increased by [DECEA3]20%[-], attack speed is increased by [DECEA3]8%[-], the chance to dodge enemy attacks is [DECEA3]10%[-], and weapon breakdown rate is decreased by [DECEA3]20%[-]","Vous êtes un fan des armures lourdes.\nLorsque vous portez un ensemble complet d'armures lourdes, les dégâts en mêlée infligés aux ennemis sont augmentés de [DECEA3]20 %[-], la vitesse d'attaque est augmentée de [DECEA3]8%[-], les chances d'esquiver les attaques ennemies sont de [DECEA3]10%[-] et le taux de panne des armes est réduit de [DECEA3]20%[-]"
perkArmorHeavyRank3LongDesc,progression,Skills,,"You are a pro of heavy armor.\nWhen wearing a full set of heavy armor, melee damage to enemies is increased by [DECEA3]30%[-], attack speed is increased by [DECEA3]12%[-], the chance to dodge enemy attacks is [DECEA3]15%[-], and weapon breakdown rate is decreased by [DECEA3]30%[-]","Vous êtes un pro des armures lourdes.\nLorsque vous portez un ensemble complet d'armures lourdes, les dégâts en mêlée infligés aux ennemis sont augmentés de [DECEA3]30 %[-], la vitesse d'attaque est augmentée de [DECEA3]12%[-], les chances d'esquiver les attaques ennemies sont de [DECEA3]15%[-] et le taux de destruction des armes est réduit de [DECEA3]30%[-]"
perkArmorHeavyRank4LongDesc,progression,Skills,,"You are an expert in heavy armor.\nWhen wearing a full set of heavy armor, melee damage to enemies is increased by [DECEA3]40%[-], attack speed is increased by [DECEA3]16%[-], the chance to dodge enemy attacks is [DECEA3]20%[-], and weapon breakdown rate is decreased by [DECEA3]40%[-]","Vous êtes un expert en armure lourde.\nLorsque vous portez un ensemble complet d'armures lourdes, les dégâts en mêlée infligés aux ennemis sont augmentés de [DECEA3]40 %[-], la vitesse d'attaque est augmentée de [DECEA3]16%[-], les chances d'esquiver les attaques ennemies sont de [DECEA3]20%[-] et le taux de destruction des armes est réduit de [DECEA3]40%[-]"
perkArmorHeavyRank5LongDesc,progression,Skills,,"You are a master of heavy armor.\nWhen wearing a full set of heavy armor, melee damage to enemies is increased by [DECEA3]50%[-], attack speed is increased by [DECEA3]20%[-], the chance to dodge enemy attacks is [DECEA3]25%[-], and weapon breakdown rate is decreased by [DECEA3]50%[-]","Vous êtes un maître des armures lourdes.\nLorsque vous portez un ensemble complet d'armures lourdes, les dégâts en mêlée infligés aux ennemis sont augmentés de [DECEA3]50 %[-], la vitesse d'attaque est augmentée de [DECEA3]20%[-], les chances d'esquiver les attaques ennemies sont de [DECEA3]25%[-] et le taux de destruction des armes est réduit de [DECEA3]50%[-]"
perkArmorHeavyRank1Desc,progression,Skills,,Amateur,Amateur
perkArmorHeavyRank2Desc,progression,Skills,,Fan,Ventilateur
perkArmorHeavyRank3Desc,progression,Skills,,Pro,Pro
perkArmorHeavyRank4Desc,progression,Skills,,Expert,Expert
perkArmorHeavyRank5Desc,progression,Skills,,Master,Maître
skillSuperiorityName,progression,Skills,,Superiority skills,Compétences de supériorité
perkHealthyBodyName,progression,perk,,Healthy Body,Corps sain
perkHealthyBodyDesc,progression,perk,,"By improving your body, you'll easily overcome any challenge. Your health will only grow.","En améliorant votre corps, vous surmonterez facilement n'importe quel défi. Votre santé ne fera que croître."
perkHealthyBodyRank1LongDesc,progression,Skills,,Health increased by [DECEA3]40[-],Santé augmentée de [DECEA3]40[-]
perkHealthyBodyRank2LongDesc,progression,Skills,,Health increased by [DECEA3]80[-],Santé augmentée de [DECEA3]80[-]
perkHealthyBodyRank3LongDesc,progression,Skills,,Health increased by [DECEA3]120[-],Santé augmentée de [DECEA3]120[-]
perkHealthyBodyRank4LongDesc,progression,Skills,,Health increased by [DECEA3]160[-],Santé augmentée de [DECEA3]160[-]
perkHealthyBodyRank5LongDesc,progression,Skills,,Health increased by [DECEA3]200[-],Santé augmentée de [DECEA3]200[-]
perkHealthyBodyRank6LongDesc,progression,Skills,,Health increased by [DECEA3]240[-],Santé augmentée de [DECEA3]240[-]
perkHealthyBodyRank7LongDesc,progression,Skills,,Health increased by [DECEA3]280[-],Santé augmentée de [DECEA3]280[-]
perkHealthyBodyRank8LongDesc,progression,Skills,,Health increased by [DECEA3]320[-],Santé augmentée de [DECEA3]320[-]
perkHealthyBodyRank9LongDesc,progression,Skills,,Health increased by [DECEA3]360[-],Santé augmentée de [DECEA3]360[-]
perkHealthyBodyRank10LongDesc,progression,Skills,,Health increased by [DECEA3]400[-],Santé augmentée de [DECEA3]400[-]
perkHealthyBodyRank1Desc,progression,Skills,,+40 to health,+40 à la santé
perkHealthyBodyRank2Desc,progression,Skills,,+80 to health,+80 à la santé
perkHealthyBodyRank3Desc,progression,Skills,,+120 to health,+120 à la santé
perkHealthyBodyRank4Desc,progression,Skills,,+160 to health,+160 à la santé
perkHealthyBodyRank5Desc,progression,Skills,,+200 to health,+200 à la santé
perkHealthyBodyRank6Desc,progression,Skills,,+240 to health,+240 à la santé
perkHealthyBodyRank7Desc,progression,Skills,,+280 to health,+280 à la santé
perkHealthyBodyRank8Desc,progression,Skills,,+320 to health,+320 à la santé
perkHealthyBodyRank9Desc,progression,Skills,,+360 to health,+360 à la santé
perkHealthyBodyRank10Desc,progression,Skills,,+400 to health,+400 à la santé
perkPerfectCardioName,progression,perk,,Perfect breathing,Respiration parfaite
perkPerfectCardioDesc,progression,perk,,Developing perfect breathing increases your stamina.,Développer une respiration parfaite augmente votre endurance.
perkPerfectCardioRank1LongDesc,progression,Skills,,Stamina increased by [DECEA3]40[-],Endurance augmentée de [DECEA3]40[-]
perkPerfectCardioRank2LongDesc,progression,Skills,,Stamina increased by [DECEA3]80[-],Endurance augmentée de [DECEA3]80[-]
perkPerfectCardioRank3LongDesc,progression,Skills,,Stamina increased by [DECEA3]120[-],Endurance augmentée de [DECEA3]120[-]
perkPerfectCardioRank4LongDesc,progression,Skills,,Stamina increased by [DECEA3]160[-],Endurance augmentée de [DECEA3]160[-]
perkPerfectCardioRank5LongDesc,progression,Skills,,Stamina increased by [DECEA3]200[-],Endurance augmentée de [DECEA3]200[-]
perkPerfectCardioRank6LongDesc,progression,Skills,,Stamina increased by [DECEA3]240[-],Endurance augmentée de [DECEA3]240[-]
perkPerfectCardioRank7LongDesc,progression,Skills,,Stamina increased by [DECEA3]280[-],Endurance augmentée de [DECEA3]280[-]
perkPerfectCardioRank8LongDesc,progression,Skills,,Stamina increased by [DECEA3]320[-],Endurance augmentée de [DECEA3]320[-]
perkPerfectCardioRank9LongDesc,progression,Skills,,Stamina increased by [DECEA3]360[-],Endurance augmentée de [DECEA3]360[-]
perkPerfectCardioRank10LongDesc,progression,Skills,,Stamina increased by [DECEA3]400[-],Endurance augmentée de [DECEA3]400[-]
perkPerfectCardioRank1Desc,progression,Skills,,+40 to stamina,+40 à l'endurance
perkPerfectCardioRank2Desc,progression,Skills,,+80 to stamina,+80 à l'endurance
perkPerfectCardioRank3Desc,progression,Skills,,+120 to stamina,+120 à l'endurance
perkPerfectCardioRank4Desc,progression,Skills,,+160 to stamina,+160 à l'endurance
perkPerfectCardioRank5Desc,progression,Skills,,+200 to stamina,+200 à l'endurance
perkPerfectCardioRank6Desc,progression,Skills,,+240 to stamina,+240 à l'endurance
perkPerfectCardioRank7Desc,progression,Skills,,+280 to stamina,+280 à l'endurance
perkPerfectCardioRank8Desc,progression,Skills,,+320 to stamina,+320 à l'endurance
