Key,Source,Context,Changes,English,Brazilian
perkWinterTimerRank8Desc,progression,Skills,,Survive in the winter for 16 hours,Sobreviva no inverno por 16 horas
perkWinterTimerRank8LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]8%[-], Coal production increased by [DECEA3]40%[-], Damage to all zombies increased by [DECEA3]24%[-], Damage to bosses increased by [DECEA3]5%[-], Damage to minibosses increased by [DECEA3]10%[-]","[DECEA3]BÔNUS DE INVERNO:[-]\nA experiência adquirida no inverno aumentou em [DECEA3]8%[-], a produção de carvão aumentou em [DECEA3]40%[-], o dano a todos os zumbis aumentou em [DECEA3]24%[-], o dano aos chefes aumentou em [DECEA3]5%[-], o dano a minibosses aumentou em [DECEA3]10%[-]"
perkWinterTimerRank9Desc,progression,Skills,,Survive in the winter for 20 hours,Sobreviva no inverno por 20 horas
perkWinterTimerRank9LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]9%[-], Coal production increased by [DECEA3]45%[-], Damage to all zombies increased by [DECEA3]27%[-], Damage to bosses increased by [DECEA3]10%[-], Damage to minibosses increased by [DECEA3]20%[-]","[DECEA3]BÔNUS DE INVERNO:[-]\nA experiência adquirida no inverno aumentou em [DECEA3]9%[-], a produção de carvão aumentou em [DECEA3]45%[-], o dano a todos os zumbis aumentou em [DECEA3]27%[-], o dano aos chefes aumentou em [DECEA3]10%[-], o dano a minibosses aumentou em [DECEA3]20%[-]"
perkWinterTimerRank10Desc,progression,Skills,,Survive in the winter for 25 hours,Sobreviva no inverno por 25 horas
perkWinterTimerRank10LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]10%[-], Coal production increased by [DECEA3]50%[-], Damage to all zombies increased by [DECEA3]30%[-], Damage to bosses increased by [DECEA3]15%[-], Damage to minibosses increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY (EVERYWHERE)[-] [FFB800]TEMPERED[-]\nReduces all damage taken by the player by [DECEA3]5%[-], and also makes the character immune to the knockdown effect","[DECEA3]BÔNUS DE INVERNO:[-]\nExperiência adquirida no inverno aumentada em [DECEA3]10%[-], Produção de carvão aumentada em [DECEA3]50%[-], Dano a todos os zumbis aumentado em [DECEA3]30%[-], Dano a chefes aumentado em [DECEA3]15%[-], Dano a minibosses aumentado em [DECEA3]30%[-]\n\n[DECEA3]ABILIDADE BÔNUS (EM TODOS OS LUGARES)[-] [FFB800]TEMPERADO[-]\nReduz todo o dano recebido pelo jogador em [DECEA3]5%[-], e também torna o personagem imune ao efeito knockdown"
perkWastelandTimerName,progression,perk,,Wasteland,Terra devastada
perkWastelandTimerDesc,progression,perk,,"This level of radiation will kill anyone.\nThe more time you spend in the wasteland, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerWasteland_HH:0)}h {cvar(TimerWasteland_MM:0)}m[-]","Este nível de radiação matará qualquer um.\nQuanto mais tempo você passar no deserto, mais fácil será sobreviver lá.\n\n[DECEA3]Agora: {cvar(TimerWasteland_HH:0)}h {cvar(TimerWasteland_MM:0)}m[-]"
Wasteland_LevelUP,UI,Tooltip,,Increased passive skill: Wasteland,Habilidade passiva aumentada: Wasteland
reqPerkWasteland01,progression,Attribute,,{cvar(TimerWasteland_HH:0)} of 1,{cvar(TimerWasteland_HH:0)} de 1
reqPerkWasteland02,progression,Attribute,,{cvar(TimerWasteland_HH:0)} of 2,{cvar(TimerWasteland_HH:0)} de 2
reqPerkWasteland03,progression,Attribute,,{cvar(TimerWasteland_HH:0)} of 4,{cvar(TimerWasteland_HH:0)} de 4
reqPerkWasteland04,progression,Attribute,,{cvar(TimerWasteland_HH:0)} of 6,{cvar(TimerWasteland_HH:0)} de 6
reqPerkWasteland05,progression,Attribute,,{cvar(TimerWasteland_HH:0)} of 8,{cvar(TimerWasteland_HH:0)} de 8
reqPerkWasteland06,progression,Attribute,,{cvar(TimerWasteland_HH:0)} of 10,{cvar(TimerWasteland_HH:0)} de 10
reqPerkWasteland07,progression,Attribute,,{cvar(TimerWasteland_HH:0)} of 12,{cvar(TimerWasteland_HH:0)} de 12
reqPerkWasteland08,progression,Attribute,,{cvar(TimerWasteland_HH:0)} of 16,{cvar(TimerWasteland_HH:0)} de 16
reqPerkWasteland09,progression,Attribute,,{cvar(TimerWasteland_HH:0)} of 20,{cvar(TimerWasteland_HH:0)} de 20
reqPerkWasteland10,progression,Attribute,,{cvar(TimerWasteland_HH:0)} of 25,{cvar(TimerWasteland_HH:0)} de 25
perkWastelandTimerRank1Desc,progression,Skills,,Survive in the wasteland for 1 hour,Sobreviva no deserto por 1 hora
perkWastelandTimerRank1LongDesc,progression,Skills,,"[DECEA3]WASTELAND BONUSES:[-]\nExperience gained in the wasteland increased by [DECEA3]1%[-], Lead production increased by [DECEA3]5%[-], Damage to all zombies increased by [DECEA3]3%[-]","[DECEA3]BÔNUS DE WASTELAND:[-]\nA experiência adquirida em Wasteland aumentou em [DECEA3]1%[-], a produção de chumbo aumentou em [DECEA3]5%[-], o dano a todos os zumbis aumentou em [DECEA3]3%[-]"
perkWastelandTimerRank2Desc,progression,Skills,,Survive in the wasteland for 2 hours,Sobreviva no deserto por 2 horas
perkWastelandTimerRank2LongDesc,progression,Skills,,"[DECEA3]WASTELAND BONUSES:[-]\nExperience gained in the wasteland increased by [DECEA3]2%[-], Lead production increased by [DECEA3]10%[-], Damage to all zombies increased by [DECEA3]6%[-]","[DECEA3]BÔNUS DE WASTELAND:[-]\nA experiência adquirida em Wasteland aumentou em [DECEA3]2%[-], a produção de chumbo aumentou em [DECEA3]10%[-], o dano a todos os zumbis aumentou em [DECEA3]6%[-]"
perkWastelandTimerRank3Desc,progression,Skills,,Survive in the wasteland for 4 hours,Sobreviva no deserto por 4 horas
perkWastelandTimerRank3LongDesc,progression,Skills,,"[DECEA3]WASTELAND BONUSES:[-]\nExperience gained in the wasteland increased by [DECEA3]3%[-], Lead production increased by [DECEA3]15%[-], Damage to all zombies increased by [DECEA3]9%[-]","[DECEA3]BÔNUS DE WASTELAND:[-]\nA experiência adquirida em Wasteland aumentou em [DECEA3]3%[-], a produção de chumbo aumentou em [DECEA3]15%[-], o dano a todos os zumbis aumentou em [DECEA3]9%[-]"
perkWastelandTimerRank4Desc,progression,Skills,,Survive in the wasteland for 6 hours,Sobreviva no deserto por 6 horas
perkWastelandTimerRank4LongDesc,progression,Skills,,"[DECEA3]WASTELAND BONUSES:[-]\nExperience gained in the wasteland increased by [DECEA3]4%[-], Lead production increased by [DECEA3]20%[-], Damage to all zombies increased by [DECEA3]12%[-]","[DECEA3]BÔNUS DE WASTELAND:[-]\nA experiência adquirida em Wasteland aumentou em [DECEA3]4%[-], a produção de chumbo aumentou em [DECEA3]20%[-], o dano a todos os zumbis aumentou em [DECEA3]12%[-]"
perkWastelandTimerRank5Desc,progression,Skills,,Survive in the wasteland for 8 hours,Sobreviva no deserto por 8 horas
perkWastelandTimerRank5LongDesc,progression,Skills,,"[DECEA3]WASTELAND BONUSES:[-]\nExperience gained in the wasteland increased by [DECEA3]5%[-], Lead production increased by [DECEA3]25%[-], Damage to all zombies increased by [DECEA3]15%[-]","[DECEA3]BÔNUS DE WASTELAND:[-]\nA experiência adquirida em Wasteland aumentou em [DECEA3]5%[-], a produção de chumbo aumentou em [DECEA3]25%[-], o dano a todos os zumbis aumentou em [DECEA3]15%[-]"
perkWastelandTimerRank6Desc,progression,Skills,,Survive in the wasteland for 10 hours,Sobreviva no deserto por 10 horas
perkWastelandTimerRank6LongDesc,progression,Skills,,"[DECEA3]WASTELAND BONUSES:[-]\nExperience gained in the wasteland increased by [DECEA3]6%[-], Lead production increased by [DECEA3]30%[-], Damage to all zombies increased by [DECEA3]18%[-]","[DECEA3]BÔNUS DE WASTELAND:[-]\nA experiência adquirida em Wasteland aumentou em [DECEA3]6%[-], a produção de chumbo aumentou em [DECEA3]30%[-], o dano a todos os zumbis aumentou em [DECEA3]18%[-]"
perkWastelandTimerRank7Desc,progression,Skills,,Survive in the wasteland for 12 hours,Sobreviva no deserto por 12 horas
perkWastelandTimerRank7LongDesc,progression,Skills,,"[DECEA3]WASTELAND BONUSES:[-]\nExperience gained in the wasteland increased by [DECEA3]7%[-], Lead production increased by [DECEA3]35%[-], Damage to all zombies increased by [DECEA3]21%[-]","[DECEA3]BÔNUS DE WASTELAND:[-]\nA experiência adquirida em Wasteland aumentou em [DECEA3]7%[-], a produção de chumbo aumentou em [DECEA3]35%[-], o dano a todos os zumbis aumentou em [DECEA3]21%[-]"
perkWastelandTimerRank8Desc,progression,Skills,,Survive in the wasteland for 16 hours,Sobreviva no deserto por 16 horas
perkWastelandTimerRank8LongDesc,progression,Skills,,"[DECEA3]WASTELAND BONUSES:[-]\nExperience gained in the wasteland increased by [DECEA3]8%[-], Lead production increased by [DECEA3]40%[-], Damage to all zombies increased by [DECEA3]24%[-], Damage to bosses increased by [DECEA3]5%[-], Damage to minibosses increased by [DECEA3]10%[-], Resistance to radiation damage increased by [DECEA3]10%[-]","[DECEA3]BÔNUS DE WASTELAND:[-]\nExperiência adquirida em Wasteland aumentada em [DECEA3]8%[-], Produção de chumbo aumentada em [DECEA3]40%[-], Dano a todos os zumbis aumentado em [DECEA3]24%[-], Dano a chefes aumentado em [DECEA3]5%[-], Dano a minibosses aumentado em [DECEA3]10%[-], Resistência a danos de radiação aumentada em [DECEA3]10%[-]"
perkWastelandTimerRank9Desc,progression,Skills,,Survive in the wasteland for 20 hours,Sobreviva no deserto por 20 horas
perkWastelandTimerRank9LongDesc,progression,Skills,,"[DECEA3]WASTELAND BONUSES:[-]\nExperience gained in the wasteland increased by [DECEA3]9%[-], Lead production increased by [DECEA3]45%[-], Damage to all zombies increased by [DECEA3]27%[-], Damage to bosses increased by [DECEA3]10%[-], Damage to minibosses increased by [DECEA3]20%[-], Resistance to radiation damage increased by [DECEA3]20%[-]","[DECEA3]BÔNUS DE WASTELAND:[-]\nExperiência adquirida em Wasteland aumentada em [DECEA3]9%[-], Produção de chumbo aumentada em [DECEA3]45%[-], Dano a todos os zumbis aumentado em [DECEA3]27%[-], Dano a chefes aumentado em [DECEA3]10%[-], Dano a minibosses aumentado em [DECEA3]20%[-], Resistência a danos de radiação aumentada em [DECEA3]20%[-]"
perkWastelandTimerRank10Desc,progression,Skills,,Survive in the wasteland for 25 hours,Sobreviva no deserto por 25 horas
perkWastelandTimerRank10LongDesc,progression,Skills,,"[DECEA3]WASTELAND BONUSES:[-]\nExperience gained in the wasteland increased by [DECEA3]10%[-], Lead production increased by [DECEA3]50%[-], Damage to all zombies increased by [DECEA3]30%[-], Damage to bosses increased by [DECEA3]15%[-], Damage to minibosses increased by [DECEA3]30%[-], Resistance to radiation damage increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY (EVERYWHERE)[-] [FFB800]IRRADIATED[-]\nGrants resistance to 1 radiation effect. If the personnels exposure exceeds [DECEA3]85%[-], it resets to [DECEA3]25%[-]. Cooldown: 5 minutes.","[DECEA3]BÔNUS DE WASTELAND:[-]\nExperiência adquirida em Wasteland aumentada em [DECEA3]10%[-], Produção de chumbo aumentada em [DECEA3]50%[-], Dano a todos os zumbis aumentado em [DECEA3]30%[-], Dano a chefes aumentado em [DECEA3]15%[-], Dano a minibosses aumentado em [DECEA3]30%[-], Resistência a danos de radiação aumentada em [DECEA3]30%[-]\n\n[DECEA3]ABILIDADE BÔNUS (EM TODOS OS LUGARES)[-] [FFB800]IRRADIADO[-]\nConcede resistência a 1 efeito de radiação. Se a exposição do pessoal exceder [DECEA3]85%[-], ela será redefinida para [DECEA3]25%[-]. Recarga: 5 minutos."
skillWeaponExpertName,progression,Skills,,Weapons expert,Especialista em armas
perkSniperExpertName,progression,perk,,Sniper from God,Atirador de Deus
perkSniperExpertDesc,progression,perk,,"With each sniper rifle kill, you understand your weapon better. Kill as many zombies as you can and become a true master of it.\n\n[DECEA3]Kills so far: {cvar(CountSniperExpert:0)}[-]","A cada morte com rifle de precisão, você entende melhor sua arma. Mate o máximo de zumbis que puder e torne-se um verdadeiro mestre nisso.\n\n[DECEA3]Matanças até agora: {cvar(CountSniperExpert:0)}[-]"
SniperExpert_LevelUP,UI,Tooltip,,Increased passive skill: Sniper from God,Habilidade passiva aumentada: Sniper de Deus
reqPerkSniperExpert01,progression,Attribute,,{cvar(CountSniperExpert:0)} of 15,{cvar(CountSniperExpert:0)} de 15
reqPerkSniperExpert02,progression,Attribute,,{cvar(CountSniperExpert:0)} of 30,{cvar(CountSniperExpert:0)} de 30
reqPerkSniperExpert03,progression,Attribute,,{cvar(CountSniperExpert:0)} of 60,{cvar(CountSniperExpert:0)} de 60
reqPerkSniperExpert04,progression,Attribute,,{cvar(CountSniperExpert:0)} of 100,{cvar(CountSniperExpert:0)} de 100
reqPerkSniperExpert05,progression,Attribute,,{cvar(CountSniperExpert:0)} of 175,{cvar(CountSniperExpert:0)} de 175
reqPerkSniperExpert06,progression,Attribute,,{cvar(CountSniperExpert:0)} of 250,{cvar(CountSniperExpert:0)} de 250
reqPerkSniperExpert07,progression,Attribute,,{cvar(CountSniperExpert:0)} of 350,{cvar(CountSniperExpert:0)} de 350
reqPerkSniperExpert08,progression,Attribute,,{cvar(CountSniperExpert:0)} of 450,{cvar(CountSniperExpert:0)} de 450
reqPerkSniperExpert09,progression,Attribute,,{cvar(CountSniperExpert:0)} of 550,{cvar(CountSniperExpert:0)} de 550
reqPerkSniperExpert10,progression,Attribute,,{cvar(CountSniperExpert:0)} of 700,{cvar(CountSniperExpert:0)} de 700
reqPerkSniperExpert11,progression,Attribute,,{cvar(CountSniperExpert:0)} of 850,{cvar(CountSniperExpert:0)} de 850
reqPerkSniperExpert12,progression,Attribute,,{cvar(CountSniperExpert:0)} of 1000,{cvar(CountSniperExpert:0)} de 1000
reqPerkSniperExpert13,progression,Attribute,,{cvar(CountSniperExpert:0)} of 1200,{cvar(CountSniperExpert:0)} de 1200
reqPerkSniperExpert14,progression,Attribute,,{cvar(CountSniperExpert:0)} of 1400,{cvar(CountSniperExpert:0)} de 1400
reqPerkSniperExpert15,progression,Attribute,,{cvar(CountSniperExpert:0)} of 1600,{cvar(CountSniperExpert:0)} de 1600
reqPerkSniperExpert16,progression,Attribute,,{cvar(CountSniperExpert:0)} of 1800,{cvar(CountSniperExpert:0)} de 1800
reqPerkSniperExpert17,progression,Attribute,,{cvar(CountSniperExpert:0)} of 2000,{cvar(CountSniperExpert:0)} de 2000
reqPerkSniperExpert18,progression,Attribute,,{cvar(CountSniperExpert:0)} of 2300,{cvar(CountSniperExpert:0)} de 2300
reqPerkSniperExpert19,progression,Attribute,,{cvar(CountSniperExpert:0)} of 2650,{cvar(CountSniperExpert:0)} de 2.650
reqPerkSniperExpert20,progression,Attribute,,{cvar(CountSniperExpert:0)} of 2900,{cvar(CountSniperExpert:0)} de 2.900
reqPerkSniperExpert21,progression,Attribute,,{cvar(CountSniperExpert:0)} of 3200,{cvar(CountSniperExpert:0)} de 3.200
reqPerkSniperExpert22,progression,Attribute,,{cvar(CountSniperExpert:0)} of 3600,{cvar(CountSniperExpert:0)} de 3600
reqPerkSniperExpert23,progression,Attribute,,{cvar(CountSniperExpert:0)} of 4000,{cvar(CountSniperExpert:0)} de 4.000
reqPerkSniperExpert24,progression,Attribute,,{cvar(CountSniperExpert:0)} of 4400,{cvar(CountSniperExpert:0)} de 4.400
reqPerkSniperExpert25,progression,Attribute,,{cvar(CountSniperExpert:0)} of 5000,{cvar(CountSniperExpert:0)} de 5.000
perkSniperExpertRank1Desc,progression,Skills,,Kill 15 zombies with a sniper rifle,Mate 15 zumbis com um rifle de precisão
perkSniperExpertRank1LongDesc,progression,Skills,,"Sniper rifle breakage rate reduced by [DECEA3]1%[-], reload speed increased by [DECEA3]1%[-], rate of fire increased by [DECEA3]1%[-]","Taxa de quebra de rifle de precisão reduzida em [DECEA3]1%[-], velocidade de recarga aumentada em [DECEA3]1%[-], cadência de tiro aumentada em [DECEA3]1%[-]"
perkSniperExpertRank2Desc,progression,Skills,,Kill 30 zombies with a sniper rifle,Mate 30 zumbis com um rifle de precisão
perkSniperExpertRank2LongDesc,progression,Skills,,"Sniper rifle breakage rate reduced by [DECEA3]2%[-], reload speed increased by [DECEA3]2%[-], rate of fire increased by [DECEA3]2%[-]","Taxa de quebra do rifle de precisão reduzida em [DECEA3]2%[-], velocidade de recarga aumentada em [DECEA3]2%[-], cadência de tiro aumentada em [DECEA3]2%[-]"
perkSniperExpertRank3Desc,progression,Skills,,Kill 60 zombies with a sniper rifle,Mate 60 zumbis com um rifle de precisão
perkSniperExpertRank3LongDesc,progression,Skills,,"Sniper rifle breakage rate reduced by [DECEA3]3%[-], reload speed increased by [DECEA3]3%[-], rate of fire increased by [DECEA3]3%[-]","Taxa de quebra de rifle de precisão reduzida em [DECEA3]3%[-], velocidade de recarga aumentada em [DECEA3]3%[-], cadência de tiro aumentada em [DECEA3]3%[-]"
perkSniperExpertRank4Desc,progression,Skills,,Kill 100 zombies with a sniper rifle,Mate 100 zumbis com um rifle de precisão
perkSniperExpertRank4LongDesc,progression,Skills,,"Sniper rifle breakage rate reduced by [DECEA3]4%[-], reload speed increased by [DECEA3]4%[-], rate of fire increased by [DECEA3]4%[-]","Taxa de quebra de rifle de precisão reduzida em [DECEA3]4%[-], velocidade de recarga aumentada em [DECEA3]4%[-], cadência de tiro aumentada em [DECEA3]4%[-]"
perkSniperExpertRank5Desc,progression,Skills,,Kill 175 zombies with a sniper rifle,Mate 175 zumbis com um rifle de precisão
perkSniperExpertRank5LongDesc,progression,Skills,,"Sniper rifle breakage rate reduced by [DECEA3]5%[-], reload speed increased by [DECEA3]5%[-], rate of fire increased by [DECEA3]5%[-]","Taxa de quebra do rifle de precisão reduzida em [DECEA3]5%[-], velocidade de recarga aumentada em [DECEA3]5%[-], cadência de tiro aumentada em [DECEA3]5%[-]"
perkSniperExpertRank6Desc,progression,Skills,,Kill 250 zombies with a sniper rifle,Mate 250 zumbis com um rifle de precisão
perkSniperExpertRank6LongDesc,progression,Skills,,"Sniper rifle breakage rate reduced by [DECEA3]6%[-], reload speed increased by [DECEA3]6%[-], rate of fire increased by [DECEA3]6%[-]","Taxa de quebra de rifle de precisão reduzida em [DECEA3]6%[-], velocidade de recarga aumentada em [DECEA3]6%[-], cadência de tiro aumentada em [DECEA3]6%[-]"
perkSniperExpertRank7Desc,progression,Skills,,Kill 350 zombies with a sniper rifle,Mate 350 zumbis com um rifle de precisão
perkSniperExpertRank7LongDesc,progression,Skills,,"Sniper rifle breakage rate reduced by [DECEA3]7%[-], reload speed increased by [DECEA3]7%[-], rate of fire increased by [DECEA3]7%[-]","Taxa de quebra de rifle de precisão reduzida em [DECEA3]7%[-], velocidade de recarga aumentada em [DECEA3]7%[-], cadência de tiro aumentada em [DECEA3]7%[-]"
perkSniperExpertRank8Desc,progression,Skills,,Kill 450 zombies with a sniper rifle,Mate 450 zumbis com um rifle de precisão
