Key,Source,Context,Changes,English,Japanese
IndianaLegGuardianDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\nCut, cut, cut...\n\n[F0B18A]Guardian[-] - If your health is below [DECEA3]200[-], killing an enemy will restore [DECEA3]50[-] health; if below [DECEA3]100[-], it will restore [DECEA3]100[-] health. Cooldown: [DECEA3]12[-] seconds.\n\nWhen equipped with a full set of [FFB800]Plunderer[-] armor, the maximum number of stacks from the [DECEA3]Anger Accumulation[-] ability has been increased to [DECEA3]10[-]. Also, when inflicting [DECEA3]Terrible Wounds[-] on enemies, the bleeding damage stacks up to [DECEA3]5 times[-] for each hit the target receives.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が[DECEA3]75%[-]増加しました。\nカット、カット、カット...\n\n[F0B18A]ガーディアン[-] - 体力が[DECEA3]200[-]未満の場合、敵を倒すと体力が[DECEA3]50[-]回復します。 [DECEA3]100[-]未満の場合は、体力が[DECEA3]100[-]回復します。クールダウン: [DECEA3]12[-] 秒。\n\n[FFB800]プランダラ[-]アーマーのフルセットを装備している場合、[DECEA3]怒りの蓄積[-]能力の最大スタック数が[DECEA3]10[-]に増加しました。また、敵に[DECEA3]ひどい傷[-]を与えると、ターゲットが受ける攻撃ごとに出血ダメージが最大[DECEA3]5回[-]蓄積されます。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
IndianaLegSurgeon,items,Melee,,Machete [FFB800]Indiana[-] [F0B18A]- Surgeon[-],マチェーテ [FFB800]インディアナ[-] [F0B18A]- 外科医[-]
IndianaLegSurgeonDesc,items,Melee,,"Experience gained from killing enemies has been increased by [DECEA3]75%[-].\nCut, cut, cut...\n\n[F0B18A]Surgeon[-] - The amount of resources and mutation samples obtained is increased by [DECEA3]100%[-] after killing an enemy for [DECEA3]3[-] seconds.\n\nWhen equipped with a full set of [FFB800]Plunderer[-] armor, the maximum number of stacks from the [DECEA3]Anger Accumulation[-] ability has been increased to [DECEA3]10[-]. Also, when inflicting [DECEA3]Terrible Wounds[-] on enemies, the bleeding damage stacks up to [DECEA3]5 times[-] for each hit the target receives.\n\n[DECEA3]Repair requires repair kit (legendary).[-]",敵を倒して得られる経験値が[DECEA3]75%[-]増加しました。\n切って、切って、切って…\n\n[F0B18A]外科医[-] - [DECEA3]3[-]秒間敵を倒した後、獲得できるリソースと変異サンプルの量が[DECEA3]100%[-]増加します。\n\n[FFB800]プランダラ[-]のフルセットを装備している場合アーマー、[DECEA3]怒りの蓄積[-]能力の最大スタック数が[DECEA3]10[-]に増加しました。また、敵に[DECEA3]ひどい傷[-]を与えると、ターゲットが受ける攻撃ごとに出血ダメージが最大[DECEA3]5回[-]蓄積されます。\n\n[DECEA3]修理には修理キット（レジェンド）が必要です。[-]
RushOn,buffs,Buff,,Ready,準備ができて
MausClawsRushReloadName,buffs,buff,,Recharging Furious Dash,猛ダッシュのリチャージ
MausClawsRushReloadIncDesc,buffs,Buff,,Charge cooldown. Wait for it to complete before using the ability.\n\n[DECEA3]Duration: 5 seconds[-],チャージクールダウン。アビリティを使用する前に、完了するまで待ってください。\n\n[DECEA3]持続時間: 5 秒[-]
MausClawsNormalName,buffs,buff,,Furious Dash available,猛烈なダッシュが利用可能
MausClawsNormalIncDesc,buffs,Buff,,Furious Dash is available. Start running to activate the ability.,猛烈なダッシュが使用可能です。走り始めると能力が発動します。
MausClawsRushName,buffs,buff,,Furious Dash,猛烈なダッシュ
MausClawsRushIncDesc,buffs,Buff,,Furious Dash is active. You are under the effect of the charge bonus.\n\n[DECEA3]Duration: 5 seconds[-],猛烈ダッシュが発動。あなたはチャージボーナスの影響を受けています。\n\n[DECEA3]持続時間: 5 秒[-]
meleeWpnGardenKnife,items,Melee,,Garden knife,ガーデンナイフ
meleeWpnGardenKnifeDesc,items,Melee,,"This knife is difficult to kill zombies with, but it has no equal when it comes to harvesting crops.",このナイフでゾンビを倒すのは難しいですが、作物の収穫に関してはこれに匹敵するものはありません。
meleeToolAxeT4ChainsawImp,items,Tool,,Chainsaw [DECEA3]Improved[-],チェーンソー [DECEA3]«改良版»[-]
meleeToolAxeT4ChainsawImpDesc,items,Gun,,Improved chainsaw.\nIncreased block damage and speed. Increases the number of mods that can be installed.\nThe perfect tool for harvesting wood.\n\n[DECEA3]Repair requires repair kit (improved)[-],チェーンソーが改良されました。\nブロックのダメージと速度が増加しました。インストールできる MOD の数が増えます。\n木材を収穫するのに最適なツールです。\n\n[DECEA3]修理には修理キット（改良版）が必要です[-]
meleeToolPickT4AugerImp,items,Tool,,Auger [DECEA3]Improved[-],オージェ [DECEA3]«改善されました»[-]
meleeToolPickT4AugerImpDesc,items,Gun,,Improved auger.\nIncreased block damage and speed. Increases the number of mods that can be installed.\nIt is now much easier to extract resources from the mine.\n\n[DECEA3]Repair requires repair kit (improved)[-],オーガーが改良されました。\nブロックのダメージと速度が増加しました。インストールできる MOD の数が増加しました。\n鉱山からリソースを抽出するのがはるかに簡単になりました。\n\n[DECEA3]修理には修理キット（改良版）が必要です[-]
meleeToolSalvageT4ImpactDriverImp,items,Tool,,Impact Driver [DECEA3]Improved[-],インパクトドライバー [DECEA3]«改良版»[-]
meleeToolSalvageT4ImpactDriverImpDesc,items,Gun,,Improved Impact Driver.\nExperience gained from disassembling has been increased by [DECEA3]15%[-].\nIncreased block damage and speed. Increases the number of mods that can be installed.\nDismantle all the cars in the area in a couple of clicks.\n\n[DECEA3]Repair requires repair kit (improved)[-],改良されたインパクトドライバー。\n分解から得られる経験値が[DECEA3]15%[-]増加しました。\nブロックのダメージと速度が増加しました。インストールできる MOD の数が増えます。\n数回クリックするだけでエリア内のすべての車を解体できます。\n\n[DECEA3]修理には修理キット（改良版）が必要です[-]
meleeToolRepairT4NailgunImp,items,Tool,,Nailgun [DECEA3]Improved[-],ネイルガン [DECEA3]«改良版»[-]
meleeToolRepairT4NailgunImpDesc,items,Gun,,Improved nailgun.\nSignificantly increased the speed of upgrading and repairing blocks.\nBuild the city of your dreams.\n\n[DECEA3]Repair requires repair kit (improved)[-],ネイルガンが改良されました。\nブロックのアップグレードと修理の速度が大幅に向上しました。\n夢の街を構築しましょう。\n\n[DECEA3]修理には修理キット（改良版）が必要です[-]
meleeToolPickT5AugerReact,items,Tool,,Auger [FFB800]Reactor[-],オージェ [FFB800]リアクター[-]
meleeToolPickT5AugerReactDesc,items,Tool,,"Experimental model of a reactor auger.\nAll main indicators have been significantly increased, and advanced mods can be installed. Resource extraction has been increased by [DECEA3]100%[-].\nDoes not consume gasoline during operation — the durability of the tool is its charge, which significantly reduces the chance of drawing unwanted attention during extraction. It can be restored at a charging station or using reactor batteries. There is no better tool for extraction.",リアクター オーガーの実験モデル。\nすべての主要なインジケーターが大幅に増加し、高度な MOD をインストールできるようになりました。資源の抽出が[DECEA3]100%[-]増加しました。\n操作中にガソリンを消費しません。ツールの耐久性はその充電量であり、抽出中に望ましくない注目を集める可能性が大幅に減少します。充電ステーションまたはリアクターバッテリーを使用して復元できます。抽出にこれより優れたツールはありません。
meleeToolSalvageT5ImpactDriverReact,items,Tool,,Impact Driver [FFB800]Reactor[-],インパクトドライバー [FFB800]リアクター[-]
meleeToolSalvageT5ImpactDriverReactDesc,items,Tool,,"Experimental model of a reactor Impact Driver.\nExperience gained from disassembling has been increased by [DECEA3]30%[-]\nAll main indicators have been significantly increased.\nDoes not consume gasoline during operation and does not make sounds, which significantly reduces the chance of attracting unnecessary attention during extraction. Now the durability of the tool is its charge. It can be restored at a charging station or using reactor batteries.\nDisassembles everything that moves, has moved, or does not move at all.",リアクター インパクト ドライバーの実験モデル。\n分解で得られる経験値が [DECEA3]30%[-] 増加しました。\nすべての主要指標が大幅に増加しました。\n動作中にガソリンを消費せず、音も出ないため、取り出し中に不必要な注目を集める可能性が大幅に減少します。さて、ツールの耐久性はその責任です。充電ステーションまたはリアクターバッテリーを使用して復元できます。\n動くもの、動いたもの、またはまったく動かないものはすべて分解されます。
gunBotJunkTurretImp,items,Melee,,[DECEA3]Improved[-] Auto Turret,[DECEA3]«改良版»[-] 自動タレット
gunBotJunkTurretImpDesc,items,Melee,,The improved automated turret is the best friend in the wasteland. Increased ammo capacity and all base stats. Allows the use of [5AFF75](Depleted Uranium)[-] ammo and slows down any enemy by [DECEA3]30%[-] when hit.\nAll base stats have been significantly increased.\nSet it and forget it.\n\n[DECEA3]Repairable with an improved repair kit[-],改良された自動タレットはウェイストランドの親友です。弾薬容量とすべての基本ステータスが増加しました。 [5AFF75](劣化ウラン)[-]弾薬の使用が可能になり、命中すると敵の速度が[DECEA3]30%[-]遅くなります。\nすべての基本ステータスが大幅に増加しました。\n設定すればあとは忘れてください。\n\n[DECEA3]改良された修理キットで修理可能[-]
gunBotJunkSledgeImp,entityclasses,Entity,,[FFB800]Reactor[-] hammer,[FFB800]リアクター[-]ハンマー
gunBotJunkSledgeImpDesc,items,Melee,,"This reactor-powered robotic hammer can turn any target into a cutlet. Thanks to the reactor's capabilities, all main characteristics have been significantly increased.\nSet it down and enjoy the carnage.\n\n[DECEA3]Repair requires repair kit (improved)[-]",この原子炉を動力源とするロボットハンマーは、あらゆる標的をカツレツに変えることができます。リアクターの機能のおかげで、すべての主要な特性が大幅に向上しました。\nそれを置いて大虐殺を楽しんでください。\n\n[DECEA3]修理には修理キット（改良版）が必要です[-]
junkTurretGunImp,entityclasses,Entity,,[DECEA3]Improved[-] Auto Turret,[DECEA3]«改良版»[-] 自動タレット
masterDemolitionistSkillMagazine,items,item,,[DECEA3]Magazine:[-] «Demolitionist master»,[DECEA3]マガジン:[-] «解体師マスター»
masterDemolitionistSkillMagazineDesc,items,item,,"In magazines about explosives, you can find short articles about how people independently improve various types of explosives.\n\nHaving collected a sufficient number of articles, you will be able to create new types of explosives and weapons.",爆発物に関する雑誌には、人々がさまざまな種類の爆発物を独自に改良する方法についての短い記事が掲載されています。\n\n十分な数の記事を収集すると、新しい種類の爆発物や武器を作成できるようになります。
masterRoboticsSkillMagazine,items,item,,[DECEA3]Magazine:[-] «Robotics master»,[DECEA3]雑誌:[-] «ロボットマスター»
masterRoboticsSkillMagazineDesc,items,item,,"In robotics magazines you can find short articles about how people improve different types of turrets on their own.\n\nOnce you have collected enough articles, you will be able to improve turrets and create modifications for them.",ロボット工学の雑誌には、さまざまなタイプの砲塔を自分で改良する方法についての短い記事が掲載されています。\n\n十分な記事を集めたら、砲塔を改良したり、改造を作成したりできるようになります。
masterMachineGunsSkillMagazine,items,item,,[DECEA3]Magazine:[-] «Machine Gun master»,[DECEA3]マガジン:[-] «マシンガンマスター»
masterMachineGunsSkillMagazineDesc,items,item,,"In magazines about assault weapons, you can find small articles on how people independently improve factory weapons.\n\nHaving collected a sufficient number of articles, you will be able to improve machine guns or create experimental models.",突撃兵器に関する雑誌には、工場の兵器を独自に改良する方法に関する小さな記事が掲載されています。\n\n十分な数の記事を集めれば、機関銃を改良したり、実験モデルを作成したりできるようになります。
MasterShotgunsSkillMagazine,items,item,,[DECEA3]Magazine:[-] «Shotguns master»,[DECEA3]マガジン:[-] «ショットガンマスター»
