Key,Source,Context,Changes,English,Spanish
perkBurntTimerRank10Desc,progression,Skills,,Survive in the burnt biome for 25 hours,Sobrevive en el bioma quemado durante 25 horas
perkBurntTimerRank10LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]10%[-], Potassium Nitrate production increased by [DECEA3]50%[-], Damage to all zombies increased by [DECEA3]30%[-], Damage to minibosses increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY (EVERYWHERE)[-] [FFB800]FIRE RESISTANCE[-]\nGrants immunity to burning and the «Hellfire» effect from minibosses","[DECEA3]BONIFICACIONES DEL BIOMA QUEMADO:[-]\nExperiencia obtenida en el bioma quemado aumentada en un [DECEA3]10%[-], producción de nitrato de potasio aumentada en un [DECEA3]50%[-], daño a todos los zombis aumentado en un [DECEA3]30%[-], daño a minijefes aumentado en un [DECEA3]30%[-]\n\n[DECEA3]HABILIDAD DE BONIFICACIÓN (EN TODAS PARTES)[-] [FFB800]RESISTENCIA AL FUEGO[-]\nOtorga inmunidad a la quemadura y al efecto «Fuego Infernal» de los minijefes"
perkDesertTimerName,progression,perk,,Desert,Desierto
perkDesertTimerDesc,progression,perk,,"It's not easy to get used to this heat. But it's only a matter of time.\nThe more time you spend in the desert, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerDesert_HH:0)}h {cvar(TimerDesert_MM:0)}m[-]","No es fácil acostumbrarse a este calor. Pero es solo cuestión de tiempo.\nCuanto más tiempo pases en el desierto, más fácil te será sobrevivir allí.\n\n[DECEA3]Ahora: {cvar(TimerDesert_HH:0)}h {cvar(TimerDesert_MM:0)}m[-]"
Desert_LevelUP,UI,Tooltip,,Increased passive skill: Desert,Habilidad pasiva aumentada: Desierto
reqPerkDesert01,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 1,{cvar(TimerDesert_HH:0)} de 1
reqPerkDesert02,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 2,{cvar(TimerDesert_HH:0)} de 2
reqPerkDesert03,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 4,{cvar(TimerDesert_HH:0)} de 4
reqPerkDesert04,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 6,{cvar(TimerDesert_HH:0)} de 6
reqPerkDesert05,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 8,{cvar(TimerDesert_HH:0)} de 8
reqPerkDesert06,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 10,{cvar(TimerDesert_HH:0)} de 10
reqPerkDesert07,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 12,{cvar(TimerDesert_HH:0)} de 12
reqPerkDesert08,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 16,{cvar(TimerDesert_HH:0)} de 16
reqPerkDesert09,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 20,{cvar(TimerDesert_HH:0)} de 20
reqPerkDesert10,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 25,{cvar(TimerDesert_HH:0)} de 25
perkDesertTimerRank1Desc,progression,Skills,,Survive in the desert for 1 hour,Sobrevive en el desierto durante 1 hora
perkDesertTimerRank1LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]1%[-], Iron and shale production increased by [DECEA3]5%[-], Damage to all zombies increased by [DECEA3]3%[-]","[DECEA3]BONIFICACIONES DEL DESIERTO:[-]\nExperiencia obtenida en el desierto aumentada en un [DECEA3]1%[-], producción de hierro y esquisto aumentada en un [DECEA3]5%[-], daño a todos los zombis aumentado en un [DECEA3]3%[-]"
perkDesertTimerRank2Desc,progression,Skills,,Survive in the desert for 2 hours,Sobrevive en el desierto durante 2 horas
perkDesertTimerRank2LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]2%[-], Iron and shale production increased by [DECEA3]10%[-], Damage to all zombies increased by [DECEA3]6%[-]","[DECEA3]BONIFICACIONES DEL DESIERTO:[-]\nExperiencia obtenida en el desierto aumentada en un [DECEA3]2%[-], producción de hierro y esquisto aumentada en un [DECEA3]10%[-], daño a todos los zombis aumentado en un [DECEA3]6%[-]"
perkDesertTimerRank3Desc,progression,Skills,,Survive in the desert for 4 hours,Sobrevive en el desierto durante 4 horas
perkDesertTimerRank3LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]3%[-], Iron and shale production increased by [DECEA3]15%[-], Damage to all zombies increased by [DECEA3]9%[-]","[DECEA3]BONIFICACIONES DEL DESIERTO:[-]\nExperiencia obtenida en el desierto aumentada en un [DECEA3]3%[-], producción de hierro y esquisto aumentada en un [DECEA3]15%[-], daño a todos los zombis aumentado en un [DECEA3]9%[-]"
perkDesertTimerRank4Desc,progression,Skills,,Survive in the desert for 6 hours,Sobrevive en el desierto durante 6 horas
perkDesertTimerRank4LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]4%[-], Iron and shale production increased by [DECEA3]20%[-], Damage to all zombies increased by [DECEA3]12%[-]","[DECEA3]BONIFICACIONES DEL DESIERTO:[-]\nExperiencia obtenida en el desierto aumentada en un [DECEA3]4%[-], producción de hierro y esquisto aumentada en un [DECEA3]20%[-], daño a todos los zombis aumentado en un [DECEA3]12%[-]"
perkDesertTimerRank5Desc,progression,Skills,,Survive in the desert for 8 hours,Sobrevive en el desierto durante 8 horas
perkDesertTimerRank5LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]5%[-], Iron and shale production increased by [DECEA3]25%[-], Damage to all zombies increased by [DECEA3]15%[-]","[DECEA3]BONIFICACIONES DEL DESIERTO:[-]\nExperiencia obtenida en el desierto aumentada en un [DECEA3]5%[-], producción de hierro y esquisto aumentada en un [DECEA3]25%[-], daño a todos los zombis aumentado en un [DECEA3]15%[-]"
perkDesertTimerRank6Desc,progression,Skills,,Survive in the desert for 10 hours,Sobrevive en el desierto durante 10 horas
perkDesertTimerRank6LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]6%[-], Iron and shale production increased by [DECEA3]30%[-], Damage to all zombies increased by [DECEA3]18%[-]","[DECEA3]BONIFICACIONES DEL DESIERTO:[-]\nExperiencia obtenida en el desierto aumentada en un [DECEA3]6%[-], producción de hierro y esquisto aumentada en un [DECEA3]30%[-], daño a todos los zombis aumentado en un [DECEA3]18%[-]"
perkDesertTimerRank7Desc,progression,Skills,,Survive in the desert for 12 hours,Sobrevive en el desierto durante 12 horas
perkDesertTimerRank7LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]7%[-], Iron and shale production increased by [DECEA3]35%[-], Damage to all zombies increased by [DECEA3]21%[-]","[DECEA3]BONIFICACIONES DEL DESIERTO:[-]\nExperiencia obtenida en el desierto aumentada en un [DECEA3]7%[-], producción de hierro y esquisto aumentada en un [DECEA3]35%[-], daño a todos los zombis aumentado en un [DECEA3]21%[-]"
perkDesertTimerRank8Desc,progression,Skills,,Survive in the desert for 16 hours,Sobrevive en el desierto durante 16 horas
perkDesertTimerRank8LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]8%[-], Iron and shale production increased by [DECEA3]40%[-], Damage to all zombies increased by [DECEA3]24%[-], Damage to minibosses increased by [DECEA3]10%[-]","[DECEA3]BONIFICACIONES DEL DESIERTO:[-]\nExperiencia obtenida en el desierto aumentada en un [DECEA3]8%[-], producción de hierro y esquisto aumentada en un [DECEA3]40%[-], daño a todos los zombis aumentado en un [DECEA3]24%[-], daño a minijefes aumentado en un [DECEA3]10%[-]"
perkDesertTimerRank9Desc,progression,Skills,,Survive in the desert for 20 hours,Sobrevive en el desierto durante 20 horas
perkDesertTimerRank9LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]9%[-], Iron and shale production increased by [DECEA3]45%[-], Damage to all zombies increased by [DECEA3]27%[-], Damage to minibosses increased by [DECEA3]20%[-]","[DECEA3]BONIFICACIONES DEL DESIERTO:[-]\nExperiencia obtenida en el desierto aumentada en un [DECEA3]9%[-], producción de hierro y esquisto aumentada en un [DECEA3]45%[-], daño a todos los zombis aumentado en un [DECEA3]27%[-], daño a minijefes aumentado en un [DECEA3]20%[-]"
perkDesertTimerRank10Desc,progression,Skills,,Survive in the desert for 25 hours,Sobrevive en el desierto durante 25 horas
perkDesertTimerRank10LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]10%[-], Iron and shale production increased by [DECEA3]50%[-], Damage to all zombies increased by [DECEA3]30%[-], Damage to minibosses increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY (EVERYWHERE)[-] [FFB800]SECOND WIND[-]\nYou are immune to poison effects. If the character's stamina drops below [DECEA3]30[-] units, it restores the entire stamina reserve. Cooldown [DECEA3]3[-] minutes","[DECEA3]BONIFICACIONES DEL DESIERTO:[-]\nExperiencia obtenida en el desierto aumentada en un [DECEA3]10%[-], producción de hierro y esquisto aumentada en un [DECEA3]50%[-], daño a todos los zombis aumentado en un [DECEA3]30%[-], daño a minijefes aumentado en un [DECEA3]30%[-]\n\n[DECEA3]HABILIDAD DE BONIFICACIÓN (EN TODAS PARTES)[-] [FFB800]SEGUNDO ALIENTO[-]\nSi la resistencia del personaje cae por debajo de [DECEA3]30[-] unidades, restaura toda la reserva de resistencia. Tiempo de reutilización: [DECEA3]3[-] minutos."
perkWinterTimerName,progression,perk,,Winter,Invierno
perkWinterTimerDesc,progression,perk,,"It's not easy to get used to such cold. But it's only a matter of time.\nThe more time you spend in winter, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerWinter_HH:0)}h {cvar(TimerWinter_MM:0)}m[-]","No es fácil acostumbrarse a tanto frío. Pero es solo cuestión de tiempo.\nCuanto más tiempo pases en invierno, más fácil te será sobrevivir allí.\n\n[DECEA3]Ahora: {cvar(TimerWinter_HH:0)}h {cvar(TimerWinter_MM:0)}m[-]"
Winter_LevelUP,UI,Tooltip,,Increased passive skill: Winter,Habilidad pasiva aumentada: Invierno
reqPerkWinter01,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 1,{cvar(TimerWinter_HH:0)} de 1
reqPerkWinter02,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 2,{cvar(TimerWinter_HH:0)} de 2
reqPerkWinter03,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 4,{cvar(TimerWinter_HH:0)} de 4
reqPerkWinter04,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 6,{cvar(TimerWinter_HH:0)} de 6
reqPerkWinter05,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 8,{cvar(TimerWinter_HH:0)} de 8
reqPerkWinter06,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 10,{cvar(TimerWinter_HH:0)} de 10
reqPerkWinter07,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 12,{cvar(TimerWinter_HH:0)} de 12
reqPerkWinter08,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 16,{cvar(TimerWinter_HH:0)} de 16
reqPerkWinter09,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 20,{cvar(TimerWinter_HH:0)} de 20
reqPerkWinter10,progression,Attribute,,{cvar(TimerWinter_HH:0)} of 25,{cvar(TimerWinter_HH:0)} de 25
perkWinterTimerRank1Desc,progression,Skills,,Survive in the winter for 1 hour,Sobrevive en invierno durante 1 hora
perkWinterTimerRank1LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]1%[-], Coal production increased by [DECEA3]5%[-], Damage to all zombies increased by [DECEA3]3%[-]","[DECEA3]BONIFICACIONES DE INVIERNO:[-]\nExperiencia obtenida en invierno aumentada en un [DECEA3]1%[-], producción de carbón aumentada en un [DECEA3]5%[-], daño a todos los zombis aumentado en un [DECEA3]3%[-]"
perkWinterTimerRank2Desc,progression,Skills,,Survive in the winter for 2 hours,Sobrevive en invierno durante 2 horas
perkWinterTimerRank2LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]2%[-], Coal production increased by [DECEA3]10%[-], Damage to all zombies increased by [DECEA3]6%[-]","[DECEA3]BONIFICACIONES DE INVIERNO:[-]\nExperiencia obtenida en invierno aumentada en un [DECEA3]2%[-], producción de carbón aumentada en un [DECEA3]10%[-], daño a todos los zombis aumentado en un [DECEA3]6%[-]"
perkWinterTimerRank3Desc,progression,Skills,,Survive in the winter for 4 hours,Sobrevive en invierno durante 4 horas
perkWinterTimerRank3LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]3%[-], Coal production increased by [DECEA3]15%[-], Damage to all zombies increased by [DECEA3]9%[-]","[DECEA3]BONIFICACIONES DE INVIERNO:[-]\nExperiencia obtenida en invierno aumentada en un [DECEA3]3%[-], producción de carbón aumentada en un [DECEA3]15%[-], daño a todos los zombis aumentado en un [DECEA3]9%[-]"
perkWinterTimerRank4Desc,progression,Skills,,Survive in the winter for 6 hours,Sobrevive en invierno durante 6 horas
perkWinterTimerRank4LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]4%[-], Coal production increased by [DECEA3]20%[-], Damage to all zombies increased by [DECEA3]12%[-]","[DECEA3]BONIFICACIONES DE INVIERNO:[-]\nExperiencia obtenida en invierno aumentada en un [DECEA3]4%[-], producción de carbón aumentada en un [DECEA3]20%[-], daño a todos los zombis aumentado en un [DECEA3]12%[-]"
perkWinterTimerRank5Desc,progression,Skills,,Survive in the winter for 8 hours,Sobrevive en invierno durante 8 horas
perkWinterTimerRank5LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]5%[-], Coal production increased by [DECEA3]25%[-], Damage to all zombies increased by [DECEA3]15%[-]","[DECEA3]BONIFICACIONES DE INVIERNO:[-]\nExperiencia obtenida en invierno aumentada en un [DECEA3]5%[-], producción de carbón aumentada en un [DECEA3]25%[-], daño a todos los zombis aumentado en un [DECEA3]15%[-]"
perkWinterTimerRank6Desc,progression,Skills,,Survive in the winter for 10 hours,Sobrevive en invierno durante 10 horas
perkWinterTimerRank6LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]6%[-], Coal production increased by [DECEA3]30%[-], Damage to all zombies increased by [DECEA3]18%[-]","[DECEA3]BONIFICACIONES DE INVIERNO:[-]\nExperiencia obtenida en invierno aumentada en un [DECEA3]6%[-], producción de carbón aumentada en un [DECEA3]30%[-], daño a todos los zombis aumentado en un [DECEA3]18%[-]"
perkWinterTimerRank7Desc,progression,Skills,,Survive in the winter for 12 hours,Sobrevive en invierno durante 12 horas
perkWinterTimerRank7LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]7%[-], Coal production increased by [DECEA3]35%[-], Damage to all zombies increased by [DECEA3]21%[-]","[DECEA3]BONIFICACIONES DE INVIERNO:[-]\nExperiencia obtenida en invierno aumentada en un [DECEA3]7%[-], producción de carbón aumentada en un [DECEA3]35%[-], daño a todos los zombis aumentado en un [DECEA3]21%[-]"
perkWinterTimerRank8Desc,progression,Skills,,Survive in the winter for 16 hours,Sobrevive en invierno durante 16 horas
perkWinterTimerRank8LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]8%[-], Coal production increased by [DECEA3]40%[-], Damage to all zombies increased by [DECEA3]24%[-], Damage to bosses increased by [DECEA3]5%[-], Damage to minibosses increased by [DECEA3]10%[-]","[DECEA3]BONIFICACIONES DE INVIERNO:[-]\nExperiencia obtenida en invierno aumentada en un [DECEA3]8%[-], producción de carbón aumentada en un [DECEA3]40%[-], daño a todos los zombis aumentado en un [DECEA3]24%[-], daño a jefes aumentado en un [DECEA3]5%[-], daño a minijefes aumentado en un [DECEA3]10%[-]"
perkWinterTimerRank9Desc,progression,Skills,,Survive in the winter for 20 hours,Sobrevive en invierno durante 20 horas
perkWinterTimerRank9LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]9%[-], Coal production increased by [DECEA3]45%[-], Damage to all zombies increased by [DECEA3]27%[-], Damage to bosses increased by [DECEA3]10%[-], Damage to minibosses increased by [DECEA3]20%[-]","[DECEA3]BONIFICACIONES DE INVIERNO:[-]\nExperiencia obtenida en invierno aumentada en un [DECEA3]9%[-], producción de carbón aumentada en un [DECEA3]45%[-], daño a todos los zombis aumentado en un [DECEA3]27%[-], daño a jefes aumentado en un [DECEA3]10%[-], daño a minijefes aumentado en un [DECEA3]20%[-]"
perkWinterTimerRank10Desc,progression,Skills,,Survive in the winter for 25 hours,Sobrevive en invierno durante 25 horas
perkWinterTimerRank10LongDesc,progression,Skills,,"[DECEA3]WINTER BONUSES:[-]\nExperience gained in the winter increased by [DECEA3]10%[-], Coal production increased by [DECEA3]50%[-], Damage to all zombies increased by [DECEA3]30%[-], Damage to bosses increased by [DECEA3]15%[-], Damage to minibosses increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY (EVERYWHERE)[-] [FFB800]TEMPERED[-]\nReduces all damage taken by the player by [DECEA3]5%[-], and also makes the character immune to the knockdown effect","[DECEA3]BONIFICACIONES DE INVIERNO:[-]\nExperiencia obtenida en invierno aumentada en un [DECEA3]10%[-], producción de carbón aumentada en un [DECEA3]50%[-], daño a todos los zombis aumentado en un [DECEA3]30%[-], daño a jefes aumentado en un [DECEA3]15%[-], daño a minijefes aumentado en un [DECEA3]30%[-]\n\n[DECEA3]HABILIDAD DE BONIFICACIÓN (EN TODAS PARTES)[-] [FFB800]TEMPLADO[-]\nReduce todo el daño recibido por el jugador en un [DECEA3]5%[-] y también hace que el personaje sea inmune al efecto de derribo."
perkWastelandTimerName,progression,perk,,Wasteland,Páramo
perkWastelandTimerDesc,progression,perk,,"This level of radiation will kill anyone.\nThe more time you spend in the wasteland, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerWasteland_HH:0)}h {cvar(TimerWasteland_MM:0)}m[-]","Este nivel de radiación matará a cualquiera.\nCuanto más tiempo pases en el páramo, más fácil te será sobrevivir allí.\n\n[DECEA3]Ahora: {cvar(TimerWasteland_HH:0)}h {cvar(TimerWasteland_MM:0)}m[-]"
Wasteland_LevelUP,UI,Tooltip,,Increased passive skill: Wasteland,Habilidad pasiva aumentada: Páramo
reqPerkWasteland01,progression,Attribute,,{cvar(TimerWasteland_HH:0)} of 1,{cvar(TimerWasteland_HH:0)} de 1
reqPerkWasteland02,progression,Attribute,,{cvar(TimerWasteland_HH:0)} of 2,{cvar(TimerWasteland_HH:0)} de 2
