Key,Source,Context,Changes,English,Russian
statReducedEnemyDamage,ui_display,Item stat,,Reduces target damage,Снижение урона цели
statReducedEnemyResist,ui_display,Item stat,,Reduce target's defense,Снижение защиты цели
statReducedDuration,ui_display,Item stat,,Duration of effect,Длительность эффекта
statEliteZombieDamage,ui_display,Item stat,,Damage to elite zombies,Урон по элитным зомби
statBossDamage,ui_display,Item stat,,Damage to bosses,Урон по боссам
statRoundsPerMinuteArchery,ui_display,Item stat,,Rate of fire of bows,Скорострельность луков
statBlockDamageAny,ui_display,Item stat,,Damage to any surface,Урон по любой поверхности
statHarvestCount,ui_display,Item stat,,Harvest count,Количество добываемых ресурсов
statHarvestCountSalvage,ui_display,Item stat,,Harvest count (salvage),Количество добываемых ресурсов (разбор)
statAttacksPerMinuteSalvage,ui_display,Item stat,,Attacks speed (salvage),Скорость атаки (разбор)
statBlockDamageSalvage,ui_display,Item stat,,Block damage (salvage),Урон по блоку (разбор)
statDegradationMaxReactor,ui_display,Item stat,,Battery capacity (reactor),Ёмкость батареи (реактор)
statDegradationPerUseReactor,ui_display,Item stat,,Charge consumption rate (reactor),Скорость расхода заряда (реактор)
NerdNotes,items,Books,,Nerd Notes,Записки ботаника
NerdNotesDesc,items,Resources,,This unique journal contains notes on accelerated item crafting. Holding it in your hands while crafting speeds up item creation at any station by [DECEA3]15%[-],"Это уникальный журнал с заметками об ускоренном создании предметов. Если держать его в руках во время крафта, создание предметов на любой станции ускоряется на [DECEA3]15%[-]"
buffMeleeParalizeReloadName,buffs,buff,,Poisoned Blades Сooldown,Перезарядка «Отравленых клинков»
buffMeleeParalizeReloadTooltip,buffs,buff,,Poisoned Blades on cooldown,Отравленные клинки на перезарядке
buffMeleeParalizeReloadDesc,buffs,Buff,,Active ability [DECEA3]Paralysis[-] on cooldown\n\nWait until it ends to be able to activate it again,Активная способность [DECEA3]Паралич[-] на перезарядке\n\nДождитесь её завершения для возможности повторной активации.
buffElectroReloadName,buffs,buff,,Chain Lightning Recharge,Перезарядка «Цепной молнии»
buffElectroReloadTooltip,buffs,buff,,Chain Lightning on cooldown,Цепная молния на перезарядке
buffElectroReloadDesc,buffs,Buff,,Active ability [DECEA3]Chain Lightning[-] on cooldown\n\nWait until it ends to be able to activate it again,Активная способность [DECEA3]Цепная молния[-] на перезарядке\n\nДождитесь её завершения для возможности повторной активации.
buffElectroActiveName,buffs,buff,,Active,Активен
buffElectroActiveTooltip,buffs,buff,,Electro effect active,Эффект «Электро» активен
buffElectroActiveIncDesc,buffs,Buff,,The Electro effect in the stun baton is active,Эффект «Электро» на электрошоковой дубинке активен
ElectroActive,buffs,buff,,Electro,Электро
modArmorPerceptionDesc,item_modifiers,mod,,"Additional storage medium (flash drive) to enhance the AI of contact lenses, improving aiming and targeting.\n[DECEA3]Installed in gloves.[-]\n\n«Perception» [DECEA3]+1[-]","Дополнительный носитель информации (флешка) для усиления ИИ контактных линз, улучшая прицел и наведение.\n\n«Восприятие» [DECEA3]+1[-]\n[DECEA3]Устанавливается в перчатки.[-]"
modArmorStrengthDesc,item_modifiers,mod,,"Additional storage medium (flash drive) for AI enhancement, suppresses myostatin to increase strength.\n[DECEA3]Installed in gloves.[-]\n\nStrength [DECEA3]+1[-]","Дополнительный носитель информации (флешка) для усиления ИИ, подавляет миостатин для увеличения силы.\n\n«Сила» [DECEA3]+1[-]\n[DECEA3]Устанавливается в перчатки.[-]"
modArmorFortitudeDesc,item_modifiers,mod,,"Additional storage medium (flash drive) for AI enhancement, enhances the immune system.\n[DECEA3]Installed in gloves.[-]\n\n«Fortitude» [DECEA3]+1[-]","Дополнительный носитель информации (флешка) для усиления ИИ, усиливает иммунную систему.\n\n«Стойкость» [DECEA3]+1[-]\n[DECEA3]Устанавливается в перчатки.[-]"
modArmorAgilityDesc,item_modifiers,mod,,"Additional storage medium (flash drive) for AI enhancement, significantly accelerates the transmission of nerve impulses.\n[DECEA3]Installed in gloves.[-]\n\n«Agility» [DECEA3]+1[-]","Дополнительный носитель информации (флешка) для усиления ИИ, значительно ускоряет передачу нервных импульсов.\n\n«Ловкость» [DECEA3]+1[-]\n[DECEA3]Устанавливается в перчатки.[-]"
modArmorIntellectDesc,item_modifiers,mod,,"Additional storage medium (flash drive) for enhancing AI, provides you with archival information from before the apocalypse to stimulate intelligence.\n[DECEA3]Installed in gloves.[-]\n\n«Intelligence» [DECEA3]+1[-]",Дополнительный носитель информации (флешка) для усиления ИИ снабжает вас архивной информацией времён до начала апокалипсиса для стимуляции интеллекта.\n\n«Интеллект» [DECEA3]+1[-]\n[DECEA3]Устанавливается в перчатки.[-]
