Key,Source,Context,Changes,English,Polish
perkStoneUpStoneRank7LongDesc,progression,Skills,,Even the most ancient dwarfs can't mine that much.\nBlock damage and resources gained from mining are increased by [DECEA3]70%[-],Nawet najstarsze krasnoludy nie potrafią tak dużo wydobywać.\nObrażenia bloków i zasoby uzyskiwane z wydobycia są zwiększone o [DECEA3]70%[-]
perkStoneUpStoneRank8LongDesc,progression,Skills,,KNOCK-k-k... KNOCK-k-k... KNOCK-k-k...\nBlock damage and resources gained from mining are increased by [DECEA3]80%[-],KNOCK-k-k... KNOCK-k-k... KNOCK-k-k...\nObrażenia bloków i zasoby uzyskiwane z wydobycia są zwiększone o [DECEA3]80%[-]
perkStoneUpStoneRank9LongDesc,progression,Skills,,Any amount of ore is not a problem for you.\nBlock damage and resources gained from mining are increased by [DECEA3]90%[-],Żadna ilość rudy nie stanowi dla ciebie problemu.\nObrażenia bloków i zasoby uzyskiwane z wydobycia są zwiększone o [DECEA3]90%[-]
perkStoneUpStoneRank10LongDesc,progression,Skills,,"A smart person won't go up a mountain, a smart person will go around a mountain. A super miner won't go up a mountain, he'll smash it.\nBlock damage and resources gained from mining are increased by [DECEA3]100%[-]","Inteligentna osoba nie wejdzie na górę, mądra osoba obejdzie górę. Supergórnik nie wejdzie na górę, on ją rozbije.\nObrażenia bloków i zasoby uzyskiwane z wydobycia są zwiększone o [DECEA3]100%[-]"
perkStoneUpStoneRank1Desc,progression,Skills,,The Dolt,Dolt
perkStoneUpStoneRank2Desc,progression,Skills,,Rock crusher,Kruszarka do skał
perkStoneUpStoneRank3Desc,progression,Skills,,Mining Master,Mistrz górnictwa
perkStoneUpStoneRank4Desc,progression,Skills,,The owner of the mine,Właściciel kopalni
perkStoneUpStoneRank5Desc,progression,Skills,,Ore miner,Górnik rudy
perkStoneUpStoneRank6Desc,progression,Skills,,Miner,Górnik
perkStoneUpStoneRank7Desc,progression,Skills,,The Stubborn Dwarf,Uparty krasnolud
perkStoneUpStoneRank8Desc,progression,Skills,,Mountain Destroyer,Górski niszczyciel
perkStoneUpStoneRank9Desc,progression,Skills,,Best Miner,Najlepszy Górnik
perkStoneUpStoneRank10Desc,progression,Skills,,Super Miner,Super Górnik
perkRecyclingName,progression,perk,,Recycling,Recykling
perkRecyclingDesc,progression,perk,,With detailed processing you get more useful resources. The problem with spare parts will solve itself.,Dzięki szczegółowemu przetwarzaniu otrzymujesz więcej przydatnych zasobów. Problem z częściami zamiennymi rozwiąże się sam.
perkRecyclingRank1LongDesc,progression,Skills,,"If you remember how to assemble, then disassembling is easy.\nDisassembly speed and resources received increased by [DECEA3]10%[-]","Jeśli pamiętasz, jak składać, demontaż jest łatwy.\nSzybkość demontażu i otrzymywane zasoby zwiększone o [DECEA3]10%[-]"
perkRecyclingRank2LongDesc,progression,Skills,,Breaking is not building. Taking apart is not assembling.\nDisassembly speed and resources received increased by [DECEA3]20%[-],Łamanie to nie budowanie. Rozbieranie nie jest montażem.\nSzybkość demontażu i otrzymywane zasoby zwiększone o [DECEA3]20%[-]
perkRecyclingRank3LongDesc,progression,Skills,,"It seems like trash, but it also seems like it's not.\nDisassembly speed and resources received increased by [DECEA3]30%[-]. You get an additional [DECEA3]1[-] alloy when dismantling cars.","Wygląda na śmieci, ale wygląda na to, że tak nie jest.\nSzybkość demontażu i otrzymywane zasoby wzrosły o [DECEA3]30%[-]. Podczas demontażu samochodów otrzymujesz dodatkowy stop [DECEA3]1[-]."
perkRecyclingRank4LongDesc,progression,Skills,,Your desire to take everything apart allows you to get more than ordinary workers get.\nDisassembly speed and resources received increased by [DECEA3]40%[-]. You get an additional [DECEA3]1[-] alloy when dismantling cars.,Twoja chęć rozebrania wszystkiego na części pozwala ci uzyskać więcej niż zwykli pracownicy.\nSzybkość demontażu i otrzymywane zasoby wzrosły o [DECEA3]40%[-]. Podczas demontażu samochodów otrzymujesz dodatkowy stop [DECEA3]1[-].
perkRecyclingRank5LongDesc,progression,Skills,,"Assembly line at the factory, almost the same as the dismantling line in the wasteland.\nDisassembly speed and resources received increased by [DECEA3]50%[-]. You get an additional [DECEA3]2[-] alloy when dismantling cars.","Linia montażowa w fabryce, prawie taka sama jak linia demontażu na pustkowiach.\nSzybkość demontażu i otrzymywane zasoby wzrosły o [DECEA3]50%[-]. Podczas demontażu samochodów otrzymujesz dodatkowy stop [DECEA3]2[-]."
perkRecyclingRank6LongDesc,progression,Skills,,These guys don't have spare parts.\nDisassembly speed and resources received increased by [DECEA3]60%[-]. You get an additional [DECEA3]2[-] alloy when dismantling cars.,Ci goście nie mają części zamiennych.\nSzybkość demontażu i otrzymywane zasoby wzrosły o [DECEA3]60%[-]. Podczas demontażu samochodów otrzymujesz dodatkowy stop [DECEA3]2[-].
perkRecyclingRank7LongDesc,progression,Skills,,"Don't feed me bread, give me something to figure out.\nDisassembly speed and resources received increased by [DECEA3]70%[-]. You get an additional [DECEA3]3[-] alloy when dismantling cars.","Nie karm mnie chlebem, daj mi coś do przemyślenia.\nSzybkość demontażu i otrzymywane zasoby wzrosły o [DECEA3]70%[-]. Podczas demontażu samochodów otrzymujesz dodatkowy stop [DECEA3]3[-]."
perkRecyclingRank8LongDesc,progression,Skills,,For those who consider trash to be treasures.\nDisassembly speed and resources received increased by [DECEA3]80%[-]. You get an additional [DECEA3]3[-] alloy when dismantling cars.,"Dla tych, którzy uważają śmieci za skarby.\nSzybkość demontażu i otrzymywane zasoby wzrosły o [DECEA3]80%[-]. Podczas demontażu samochodów otrzymujesz dodatkowy stop [DECEA3]3[-]."
perkRecyclingRank9LongDesc,progression,Skills,,You are an expert in dismantling almost anything.\nDisassembly speed and resources received increased by [DECEA3]90%[-]. You get an additional [DECEA3]4[-] alloy when dismantling cars.,Jesteś ekspertem w demontażu prawie wszystkiego.\nSzybkość demontażu i otrzymywane zasoby wzrosły o [DECEA3]90%[-]. Podczas demontażu samochodów otrzymujesz dodatkowy stop [DECEA3]4[-].
perkRecyclingRank10LongDesc,progression,Skills,,A super master always knows how to turn trash into treasure. And vice versa.\nDisassembly speed and resources received increased by [DECEA3]100%[-]. You get an additional [DECEA3]4[-] alloy when dismantling cars.,"Supermistrz zawsze wie, jak zamienić śmieci w skarb. I odwrotnie.\nSzybkość demontażu i otrzymywane zasoby wzrosły o [DECEA3]100%[-]. Podczas demontażu samochodów otrzymujesz dodatkowy stop [DECEA3]4[-]."
perkRecyclingRank1Desc,progression,Skills,,Assembler,Asembler
perkRecyclingRank2Desc,progression,Skills,,Dismantler,Demontaż
perkRecyclingRank3Desc,progression,Skills,,Garbage collector,Zbieracz śmieci
perkRecyclingRank4Desc,progression,Skills,,Lover of disassembling,Miłośnik demontażu
perkRecyclingRank5Desc,progression,Skills,,Workshop worker,Pracownik warsztatu
perkRecyclingRank6Desc,progression,Skills,,IKEA Master,Mistrz IKEA
perkRecyclingRank7Desc,progression,Skills,,Fan of analysis,Miłośnik analiz
perkRecyclingRank8Desc,progression,Skills,,Scavenger,Zamiatacz
perkRecyclingRank9Desc,progression,Skills,,Expert Disassembler,Ekspert w demontażu
perkRecyclingRank10Desc,progression,Skills,,Super Disassembler,Super deasembler
perkMeatFeastName,progression,perk,,Meat Feast,Święto Mięsa
perkMeatFeastDesc,progression,perk,,"Rabbits are not only valuable fur, but also 1, 10 or even 76.3 kilograms of delicious meat. It all depends on where you found this rabbit. Learn to skillfully handle a knife or tool when cutting up animal carcasses. This will allow you to get more useful resources.","Króliki to nie tylko cenne futro, ale także 1, 10, a nawet 76,3 kilograma pysznego mięsa. Wszystko zależy od tego, gdzie znalazłeś tego królika. Naucz się umiejętnie posługiwać się nożem lub narzędziem podczas krojenia tusz zwierzęcych. Dzięki temu zdobędziesz więcej przydatnych zasobów."
perkMeatFeastRank1LongDesc,progression,Skills,,"If you cut around the edges, you can make excellent shawarma. Resources obtained when cutting up animal carcasses increased by [DECEA3]10%[-], mutation samples increased by [DECEA3]5%[-].","Jeśli przetniesz krawędzie, możesz zrobić doskonałą shawarmę. Zasoby uzyskane podczas rozbioru tusz zwierzęcych wzrosły o [DECEA3]10%[-], próbki mutacji wzrosły o [DECEA3]5%[-]."
perkMeatFeastRank2LongDesc,progression,Skills,,"Butchering small animals is your main profession. Resources obtained when cutting up animal carcasses increased by [DECEA3]20%[-], mutation samples increased by [DECEA3]10%[-].","Twoim głównym zajęciem jest rozbój małych zwierząt. Zasoby uzyskane podczas rozbioru tusz zwierzęcych wzrosły o [DECEA3]20%[-], próbki mutacji wzrosły o [DECEA3]10%[-]."
perkMeatFeastRank3LongDesc,progression,Skills,,"With animals it's almost like with fish, only there's more blood. Resources obtained when cutting up animal carcasses increased by [DECEA3]30%[-], mutation samples increased by [DECEA3]15%[-].","Ze zwierzętami jest prawie jak z rybami, tyle że krwi jest więcej. Zasoby uzyskane podczas rozbioru tusz zwierzęcych wzrosły o [DECEA3]30%[-], próbki mutacji wzrosły o [DECEA3]15%[-]."
perkMeatFeastRank4LongDesc,progression,Skills,,"You know very well how to get the maximum amount of meat when cutting up a carcass. Not necessarily animals. Resources obtained when cutting up animal carcasses increased by [DECEA3]40%[-], mutation samples increased by [DECEA3]20%[-].","Doskonale wiesz, jak uzyskać maksymalną ilość mięsa przy rozbiorze tuszy. Nie koniecznie zwierzęta. Zasoby uzyskane podczas rozbioru tusz zwierzęcych wzrosły o [DECEA3]40%[-], próbki mutacji wzrosły o [DECEA3]20%[-]."
perkMeatFeastRank5LongDesc,progression,Skills,,"In a slaughterhouse, such specialists are vital. Resources obtained when cutting up animal carcasses increased by [DECEA3]50%[-], mutation samples increased by [DECEA3]25%[-].","W rzeźni tacy specjaliści są niezbędni. Zasoby uzyskane podczas rozbioru tusz zwierzęcych wzrosły o [DECEA3]50%[-], próbki mutacji wzrosły o [DECEA3]25%[-]."
perkMeatFeastRank6LongDesc,progression,Skills,,"A true connoisseur of delicacies. Resources obtained when cutting up animal carcasses increased by [DECEA3]60%[-], mutation samples increased by [DECEA3]30%[-].","Prawdziwy koneser przysmaków. Zasoby uzyskane podczas rozbioru tusz zwierzęcych wzrosły o [DECEA3]60%[-], próbki mutacji wzrosły o [DECEA3]30%[-]."
perkMeatFeastRank7LongDesc,progression,Skills,,"Everything piece by piece. Resources obtained when cutting up animal carcasses increased by [DECEA3]70%[-], mutation samples increased by [DECEA3]35%[-].","Wszystko kawałek po kawałku. Zasoby uzyskane podczas rozbioru tusz zwierzęcych wzrosły o [DECEA3]70%[-], próbki mutacji wzrosły o [DECEA3]35%[-]."
perkMeatFeastRank8LongDesc,progression,Skills,,"Always wondering what's inside? Resources obtained when cutting up animal carcasses increased by [DECEA3]80%[-], mutation samples increased by [DECEA3]40%[-].","Zawsze zastanawiasz się, co jest w środku? Zasoby uzyskane podczas rozbioru tusz zwierzęcych wzrosły o [DECEA3]80%[-], próbki mutacji wzrosły o [DECEA3]40%[-]."
perkMeatFeastRank9LongDesc,progression,Skills,,"You like fatter carcasses. Resources obtained when cutting up animal carcasses increased by [DECEA3]90%[-], mutation samples increased by [DECEA3]45%[-].","Lubisz grubsze tusze. Zasoby uzyskane podczas rozbioru tusz zwierzęcych wzrosły o [DECEA3]90%[-], próbki mutacji wzrosły o [DECEA3]45%[-]."
perkMeatFeastRank10LongDesc,progression,Skills,,"The super butcher takes everything from life. What can we say about the carcasses he butchers. Resources obtained when cutting up animal carcasses increased by [DECEA3]100%[-], mutation samples increased by [DECEA3]50%[-].","Super rzeźnik zabiera wszystko z życia. Cóż możemy powiedzieć o tuszach, które on rozbija. Zasoby uzyskane podczas rozbioru tusz zwierzęcych wzrosły o [DECEA3]100%[-], próbki mutacji wzrosły o [DECEA3]50%[-]."
perkMeatFeastRank1Desc,progression,Skills,,Food court worker,Pracownik food courtu
perkMeatFeastRank2Desc,progression,Skills,,Junior Chef,Młodszy Szef Kuchni
perkMeatFeastRank3Desc,progression,Skills,,Sushi master,Mistrz sushi
perkMeatFeastRank4Desc,progression,Skills,,Head Chef,Szef kuchni
perkMeatFeastRank5Desc,progression,Skills,,Farm Butcher,Rzeźnik rolny
perkMeatFeastRank6Desc,progression,Skills,,Chef,Szef kuchni
perkMeatFeastRank7Desc,progression,Skills,,Cutter,Nóż
perkMeatFeastRank8Desc,progression,Skills,,Ripper,Rozpruwacz
perkMeatFeastRank9Desc,progression,Skills,,Master Butcher,Mistrz Rzeźnik
perkMeatFeastRank10Desc,progression,Skills,,Super Butcher,Super Rzeźnik
perkGoodSowingName,progression,perk,,Good Sowing,Dobry siew
perkGoodSowingDesc,progression,perk,,Good sowing is the key to a good harvest. The teacher sows correctly and then you will have something to collect. Increases the amount of resources collected and gives a chance to get additional seeds when collecting.,Dobry siew jest kluczem do dobrych zbiorów. Nauczyciel sieje prawidłowo i wtedy będziesz miał co zbierać. Zwiększa ilość zbieranych surowców i daje szansę na zdobycie dodatkowych nasion podczas ich zbierania.
perkGoodSowingRank1LongDesc,progression,Skills,,"A garden won't be beautiful without effort.\nWhen harvesting, you get [DECEA3]1[-] extra seed. Reduces the number of plants required to create seedlings and fertilizers at the hydroponic station.",Ogród nie będzie piękny bez wysiłku.\nPodczas zbiorów otrzymasz [DECEA3]1[-] dodatkowe nasiona. Zmniejsza liczbę roślin potrzebnych do wytworzenia sadzonek i nawozów na stacji hydroponicznej.
perkGoodSowingRank2LongDesc,progression,Skills,,"The garden is your second home.\nWhen harvesting, you get [DECEA3]1[-] extra seed and [DECEA3]1[-] extra resource. The chance to find seeds is increased by [DECEA3]10%[-]\nYou can replant plants bred through normal selection.\nReduces the number of plants and fertilizers required to create seedlings and fertilizers at the hydroponic station.",Ogród to Twój drugi dom.\nPodczas zbiorów otrzymujesz [DECEA3]1[-] dodatkowe nasiona i [DECEA3]1[-] dodatkowe zasoby. Szansa na znalezienie nasion wzrasta o [DECEA3]10%[-]\nMożesz przesadzać rośliny wyhodowane w drodze normalnej selekcji.\nZmniejsza liczbę roślin i nawozów potrzebnych do stworzenia sadzonek i nawozów na stacji hydroponicznej.
perkGoodSowingRank3LongDesc,progression,Skills,,"You have mastered the art of farming.\nWhen harvesting, you get [DECEA3]1[-] extra seed and [DECEA3]2[-] extra resources. The chance to find seeds is increased by [DECEA3]20%[-]\nYou can replant plants bred through normal or advanced selection.\nReduces the number of plants and fertilizers required to create seedlings and fertilizers at the hydroponic station.",Opanowałeś sztukę rolnictwa.\nPodczas zbiorów otrzymujesz [DECEA3]1[-] dodatkowe nasiona i [DECEA3]2[-] dodatkowe zasoby. Szansa na znalezienie nasion wzrasta o [DECEA3]20%[-]\nMożesz przesadzać rośliny wyhodowane w drodze normalnej lub zaawansowanej selekcji.\nZmniejsza liczbę roślin i nawozów potrzebnych do stworzenia sadzonek i nawozów na stacji hydroponicznej.
