Key,Source,Context,Changes,English,Russian,Schinese
perkLooteringRank7LongDesc,progression,Skills,,"Rob, rob, rob... Loot search bonus is increased by [DECEA3]10.5%[-]","Грабить, грабить, грабить... Бонус поиска добычи увеличен на [DECEA3]10.5%[-]",抢，抢，抢……战利品搜索奖励增加[DECEA3]10.5%[-]
perkLooteringRank8LongDesc,progression,Skills,,The experienced thief knows how to get away with it. Loot search bonus is increased by [DECEA3]12%[-],"Опытный вор знает, как с этим уйти. Бонус поиска добычи увеличен на [DECEA3]12%[-]",有经验的小偷知道如何逃脱。战利品搜索奖励增加[DECEA3]12%[-]
perkLooteringRank9LongDesc,progression,Skills,,Searching for good loot is your main profession. Loot search bonus is increased by [DECEA3]13.5%[-],Поиск хорошей добычи — ваша основная профессия. Бонус поиска добычи увеличен на [DECEA3]13.5%[-],寻找好战利品是你的主要职业。战利品搜索奖励增加[DECEA3]13.5%[-]
perkLooteringRank10LongDesc,progression,Skills,,It is impossible to hide anything from you. Loot search bonus is increased by [DECEA3]15%[-],От вас невозможно ничего спрятать. Бонус поиска добычи увеличен на [DECEA3]15%[-],对你隐瞒任何事情都是不可能的。战利品搜索奖励增加[DECEA3]15%[-]
perkLooteringRank1Desc,progression,Skills,,Seeker,Искатель,探索者
perkLooteringRank2Desc,progression,Skills,,Collector,Собиратель,集电极
perkLooteringRank3Desc,progression,Skills,,Prospector,Старатель,探矿者
perkLooteringRank4Desc,progression,Skills,,Thief,Вор,贼
perkLooteringRank5Desc,progression,Skills,,Looter,Мародер,掠夺者
perkLooteringRank6Desc,progression,Skills,,Loot fanatic,Фанат мародерства,掠夺狂热者
perkLooteringRank7Desc,progression,Skills,,Robber,Грабитель,强盗
perkLooteringRank8Desc,progression,Skills,,Experienced thief,Опытный вор,经验丰富的小偷
perkLooteringRank9Desc,progression,Skills,,Pro Looter,Профессиональный грабитель,职业掠夺者
perkLooteringRank10Desc,progression,Skills,,Safecracker,Медвежатник,保险箱破解者
perkZombieExpertName,progression,perk,,Zombie Expert,Эксперт по зомби,僵尸专家
perkZombieExpertDesc,progression,perk,,It takes a lot of effort to kill a big beast. Become an expert at killing them and do it much faster.,Чтобы убить большую тварь необходимо немало усилий. Станьте экспертом в их убийстве и делайте это значительно быстрее.,想要杀死一头巨兽，需要花费很大的力气。成为杀死它们的专家并且做得更快。
perkZombieExpertRank1LongDesc,progression,Skills,,These running creatures can be quickly calmed down if you know how. Damage to feral zombies increased by [DECEA3]5%[-],"Этих бегающих тварей можно быстро успокоить, если знаешь как. Урон по диким зомби увеличен на [DECEA3]5%[-]",如果你知道如何做的话，这些奔跑的生物就能很快平静下来。对野生僵尸的伤害增加[DECEA3]5%[-]
perkZombieExpertRank2LongDesc,progression,Skills,,"You understand the weak points of irradiated zombies very well. Damage to feral zombies increased by [DECEA3]10%[-], and to irradiated ones by [DECEA3]5%[-]","Вы хорошо понимаете слабые места облучённых зомби. Урон по диким зомби увеличен на [DECEA3]10%[-], по радиоактивным увеличен на [DECEA3]5%[-]",你非常了解受辐射僵尸的弱点。对野生僵尸的伤害增加[DECEA3]10%[-]，对受辐射僵尸的伤害增加[DECEA3]5%[-]
perkZombieExpertRank3LongDesc,progression,Skills,,"These creatures are extremely fast and dangerous, but not for you. Damage to feral zombies increased by [DECEA3]15%[-], to irradiated by [DECEA3]10%[-], to charged by [DECEA3]5%[-]\n\n[DECEA3]Unlocks miniboss hunt requests at the Radio Station.[-]","Эти твари крайне быстрые и опасные, но не для вас. Урон по диким зомби увеличен на [DECEA3]15%[-], по радиоактивным на [DECEA3]10%[-], по заряженным на [DECEA3]5%[-]\n\n[DECEA3]Открывает запросы на охоту за минибоссами в радиостанции.[-]",这些生物速度极快且危险，但不适合你。对野生僵尸的伤害增加[DECEA3]15%[-]，受到[DECEA3]10%[-]照射，受到[DECEA3]5%[-]充电
perkZombieExpertRank4LongDesc,progression,Skills,,"These are truly the spawn of hell, it's time to send them back. Damage to feral zombies increased by [DECEA3]20%[-], to irradiated by [DECEA3]15%[-], to charged by [DECEA3]10%[-], to hellish by [DECEA3]5%[-]","Это поистине порождения ада, пора отправить их обратно. Урон по диким зомби увеличен на [DECEA3]20%[-], по радиоактивным на [DECEA3]15%[-], по заряженным на [DECEA3]10%[-], по адским на [DECEA3]5%[-]",这些确实是地狱的产物，是时候把他们送回去了。对野生僵尸的伤害增加[DECEA3]20%[-]，[DECEA3]15%[-]增加辐射，[DECEA3]10%[-]增加伤害，[DECEA3]5%[-]增加地狱伤害
perkZombieExpertRank5LongDesc,progression,Skills,,"There is no such type of zombie that you have not killed yet. Damage to feral zombies increased by [DECEA3]25%[-], to irradiated by [DECEA3]20%[-], to charged by [DECEA3]15%[-], to hellish by [DECEA3]10%[-], to elite by [DECEA3]5%[-]\n\n[DECEA3]Unlocks boss hunt requests at the Radio Station.[-]","Нет такого вида зомби, которого вы ещё не убивали. Урон по диким зомби увеличен на [DECEA3]25%[-], по радиоактивным на [DECEA3]20%[-], по заряженным на [DECEA3]15%[-], по адским на [DECEA3]10%[-], по элитным на [DECEA3]5%[-]\n\n[DECEA3]Открывает запросы на охоту за боссами в радиостанции.[-]",没有一种僵尸是你还没杀死的。对野生僵尸的伤害增加[DECEA3]25%[-]，对[DECEA3]20%[-]的辐射增加，对[DECEA3]15%[-]的充电增加，对[DECEA3]10%[-]的地狱伤害增加，对精英的伤害增加[DECEA3]5%[-]的增加
perkZombieExpertRank6LongDesc,progression,Skills,,"It's better not to meet these creatures, but if you already met them, it's better to know what to do with them. Damage to feral zombies increased by [DECEA3]35%[-], to irradiated by [DECEA3]25%[-], to charged by [DECEA3]20%[-], to hellish by [DECEA3]15%[-], to elite by [DECEA3]10%[-], to minibosses by [DECEA3]5%[-]","С этими тварями лучше не встречаться, но если уж встретились, лучше знать, что с ними делать. Урон по диким зомби увеличен на [DECEA3]35%[-], по радиоактивным на [DECEA3]25%[-], по заряженным на [DECEA3]20%[-], по адским на [DECEA3]15%[-], по элитным на [DECEA3]10%[-], по минибоссам на [DECEA3]5%[-]",最好不要遇见这些生物，但如果你已经遇见了它们，最好知道如何处理它们。对野生僵尸的伤害增加[DECEA3]35%[-]，对[DECEA3]25%[-]的辐射增加，对[DECEA3]20%[-]的充电增加，对[DECEA3]15%[-]的地狱化，对精英的[DECEA3]10%[-]的伤害增加，小型首领，作者：[DECEA3]5%[-]
perkZombieExpertRank7LongDesc,progression,Skills,,"You can meet a lot of people in the wasteland, even huge experimental creatures. But now you know how to fight them more effectively. Damage to feral zombies increased by [DECEA3]50%[-], to irradiated by [DECEA3]35%[-], to charged by [DECEA3]25%[-], to hellish by [DECEA3]20%[-], to elite by [DECEA3]15%[-], to minibosses by [DECEA3]10%[-], to bosses by [DECEA3]5%[-]\n\n[DECEA3]Unlocks the Carrier hunt request at the Radio Station.[-]","В пустоши можно встретить много кого, и даже огромных экспериментальных тварей. Но теперь вы знаете, как с ними бороться эффективнее. Урон по диким зомби увеличен на [DECEA3]50%[-], по радиоактивным на [DECEA3]35%[-], по заряженным на [DECEA3]25%[-], по адским на [DECEA3]20%[-], по элитным на [DECEA3]15%[-], по минибоссам на [DECEA3]10%[-], по боссам на [DECEA3]5%[-]\n\n[DECEA3]Открывает запрос на охоту за Носителем в радиостанции.[-]",在荒原里你可以遇到很多人，甚至还有巨大的实验生物。但现在你知道如何更有效地对抗它们。对野生僵尸的伤害增加[DECEA3]50%[-]，增加[DECEA3]35%[-]的辐射，增加[DECEA3]25%[-]的伤害，增加[DECEA3]20%[-]的地狱伤害，增加[DECEA3]15%[-]的精英伤害，增加小型首领由[DECEA3]10%[-]到首领由[DECEA3]5%[-]
perkZombieExpertRank1Desc,progression,Skills,,Ferals,Дикие,野性
perkZombieExpertRank2Desc,progression,Skills,,Radiated,Облучённые,辐射
perkZombieExpertRank3Desc,progression,Skills,,Charged,Заряженные,带电
perkZombieExpertRank4Desc,progression,Skills,,Infernal,Адские,地狱
perkZombieExpertRank5Desc,progression,Skills,,Elite,Элитные,精英
perkZombieExpertRank6Desc,progression,Skills,,Minibosses,Минибоссы,小型首领
perkZombieExpertRank7Desc,progression,Skills,,Bosses,Боссы,首领们
perkSelfMedicationName,progression,perk,,Self Medication,Самолечение,自我治疗
perkSelfMedicationDesc,progression,perk,,"You can cure yourself of any disease. By developing self-healing, you increase the treatment received, the speed of recovery of critical wounds, and also gradually restore the health reserve.","Вы можете сами себя вылечить от любых болезней. Развивая самолечение, вы увеличиваете получаемое лечение, скорость восстановления критических ранений, а также постепенно восстанавливаете запас здоровья.",你可以治愈自己的任何疾病。通过发展自愈能力，你可以增加接受的治疗、危重伤口的恢复速度，并逐渐恢复生命储备。
